Time (s),F51 (N),L51 (mm),F52 (N),L52 (mm),F53 (N),L53 (mm),F55 (N),L55 (mm),F57 (N),L57 (mm),F58 (N),L58 (mm)
0,0.422,9.0726,7.136,9.0726,2.791,6.077,1.179,2.9954,0.374,-0.049,0.203,-0.0002
0.01,0.4713,9.0724,7.258,9.0479,2.8938,6.0154,1.0996,2.9986,0.5543,0.0554,0.3213,-0.0087
0.02,0.52,9.0375,7.2835,9.0198,2.9708,6.0569,1.1551,3.0694,0.4128,-0.0748,0.4004,0.0529
0.03,0.5878,9.0473,7.112,9.0826,2.9242,5.9607,1.2402,3.1156,0.4345,0.0307,0.3835,0.0151
0.04,0.5881,9.0706,7.1561,9.0605,2.839,6.0273,1.1958,2.9625,0.4237,-0.0045,0.313,0.0141
0.05,0.7292,9.1672,7.282,9.02,3.0784,6.1064,1.1452,3.0863,0.4493,0.0256,0.5637,0.0464
0.06,0.4243,9.0141,7.1166,9.1147,2.9124,6.0523,1.0836,2.962,0.4548,0.0655,0.4243,-0.0192
0.07,0.471,9.0752,7.1889,9.1072,3.0564,6.0518,1.1529,3.0504,0.4588,-0.0249,0.3689,-0.0002
0.08,0.4206,9.0605,7.0953,9.0474,2.9718,6.028,1.301,3.0958,0.4327,-0.0159,0.3899,-0.0165
0.09,0.4437,9.0463,7.1626,9.1217,2.6962,6.0074,1.1707,3.0121,0.3755,-0.0203,0.3617,0.0099
0.1,0.6402,9.12,7.2652,9.0733,2.9943,6.0451,1.1232,3.0499,0.3145,0.0008,0.3452,0.0812
0.11,0.4298,9.0736,6.9605,9.0864,2.8997,6.0263,1.0436,2.9913,0.6192,0.083,0.398,-0.0123
0.12,0.471,9.0694,7.2298,9.0667,2.9801,6.1066,1.0708,3.0522,0.4179,-0.0207,0.4452,-0.0006
0.13,0.447,9.0203,7.1188,9.0957,3.0489,6.0454,1.2386,3.0275,0.496,0.011,0.3305,-0.0221
0.14,0.5078,9.0689,7.1929,9.0469,2.7988,5.9951,1.2269,3.0079,0.375,-0.0589,0.3083,-0.0084
0.15,0.702,9.1439,7.2262,9.0204,2.986,6.1027,1.1332,3.0928,0.3711,0.0355,0.4665,0.068
0.16,0.545,9.0605,7.1203,9.0514,2.9157,6.0533,1.0542,3.0227,0.5869,0.0848,0.4648,-0.0121
0.17,0.5141,9.1068,7.21,9.0573,2.9564,6.1063,1.0203,3.02,0.4433,-0.0303,0.5364,0.0123
0.18,0.419,9.0448,7.0754,9.0218,3.0096,6.0929,1.1607,3.0884,0.4273,0.0343,0.4188,-0.0051
0.19,0.4502,9.0906,7.037,9.1339,2.8316,6.0593,1.2131,3.0303,0.4007,-0.0249,0.3709,-0.049
0.2,0.6284,9.1379,7.2306,9.1339,2.9437,6.0928,1.2221,3.0693,0.3567,-0.0373,0.447,0.0395
0.21,0.4577,9.057,7.1469,9.1393,2.864,6.0402,1.2216,3.0061,0.5439,0.0589,0.3671,0.0214
0.22,0.5035,9.1135,7.1962,9.1218,2.8823,6.0816,1.045,3.02,0.4537,-0.019,0.4671,0.0281
0.23,0.4803,9.0218,7.0787,9.1424,3.0303,6.1,1.228,3.0885,0.424,0.0007,0.4635,-0.0302
0.24,0.4388,9.0767,7.0308,9.0633,2.9257,6.053,1.179,3.0326,0.3837,-0.0634,0.2867,-0.0315
0.25,0.4723,9.1358,7.2943,9.0565,2.837,6.048,1.2131,3.0655,0.3,-0.0074,0.4781,0.05
0.26,0.471,9.0605,7.0923,9.0774,2.8317,6.0342,1.1523,3.0237,0.4877,0.0914,0.3979,-0.0003
0.27,0.5108,9.0818,7.1655,9.0409,2.8016,6.0753,0.9327,3.0019,0.471,0.0043,0.471,0.0472
0.28,0.545,9.0358,7.1166,9.0129,2.9923,6.1365,1.1195,3.062,0.471,0.0295,0.4653,0.0593
0.29,0.4612,9.058,6.9164,9.1047,2.9947,6.0442,1.106,3.0321,0.4341,-0.0123,0.2793,-0.0057
0.3,0.52,9.1389,7.1947,9.086,2.768,6.0719,1.2045,3.0693,0.3023,-0.0354,0.4814,0.0123
0.31,0.4907,9.0993,7.0005,9.0558,2.8859,5.9942,1.0543,3.0369,0.493,0.0481,0.4631,-0.0249
0.32,0.5287,9.0427,7.1228,9.1239,2.7696,6.0273,1.0707,2.9625,0.4909,0.011,0.4741,0.0272
0.33,0.4524,9.0874,6.9308,9.1263,2.8305,6.1184,1.1195,3.0514,0.4874,0.0164,0.522,0.0255
0.34,0.4675,9.0583,7.0593,9.0726,2.816,6.0455,1.1343,2.9743,0.4022,-0.0066,0.3725,-0.049
0.35,0.6062,9.1685,7.2777,9.1339,2.9078,6.0331,1.2345,3.0735,0.3074,-0.0369,0.4061,0.0082
0.36,0.4893,9.0605,7.0261,9.1293,2.9281,6.0415,1.2111,3.0158,0.496,0.0281,0.374,-0.0364
0.37,0.4649,9.076,7.0575,9.0462,2.7677,6.0122,1.1029,3.0132,0.3137,0.0123,0.4604,0.0536
0.38,0.4833,9.0541,6.9843,9.0492,2.9538,6.0923,1.0858,3.0334,0.5948,0.0243,0.5583,0.0316
0.39,0.2565,9.0901,6.9833,9.1207,2.9317,6.0497,1.0953,2.9826,0.4789,-0.0044,0.3473,-0.0503
0.4,0.7066,9.1373,7.2072,9.0532,2.9366,6.1132,1.2031,3.0365,0.3269,-0.0369,0.4211,0.0137
0.41,0.4357,9.0583,6.9296,9.071,3.0115,6.0486,1.2167,3.0901,0.4536,0.0539,0.3897,-0.0263
0.42,0.4888,9.0886,7.136,9.1012,2.7487,6.0371,1.1206,3.0103,0.3679,-0.0156,0.4241,0.0496
0.43,0.4496,9.0552,7.014,9.072,2.9278,6.0951,1.2185,3.0216,0.6373,0.0292,0.4533,0.0433
0.44,0.5053,9.0579,6.9315,9.0647,2.8891,6.0153,1.0835,3.0103,0.4679,-0.0369,0.3656,-0.0246
0.45,0.569,9.1472,7.1873,9.1385,2.8573,6.0725,1.179,3.0939,0.3723,-0.1179,0.4039,-0.0002
0.46,0.4756,9.072,7.039,9.1599,2.9856,6.0466,1.1822,3.0592,0.4219,0.0124,0.3,-0.0299
0.47,0.479,9.0766,7.161,9.0713,2.791,6.0266,1.171,3.0003,0.3921,-0.0263,0.4436,-0.0057
0.48,0.4462,9.052,7.1371,9.1101,2.9377,6.0769,1.179,3.0423,0.377,0.0798,0.551,0.033
0.49,0.4466,9.1012,6.9083,9.1199,2.8711,6.0282,1.1359,3.0104,0.4939,0.0657,0.3563,-0.0375
0.5,0.6505,9.1506,7.0232,9.0605,2.7651,6.0899,1.1628,3.0532,0.422,-0.0217,0.4195,0.0383
0.51,0.5063,9.0811,7.063,9.0458,2.909,6.0939,1.3056,3.064,0.422,0.038,0.3909,-0.0055
0.52,0.5288,9.1335,7.066,9.1523,2.9134,6.0022,1.106,2.9786,0.4552,-0.0077,0.3139,-0.0053
0.53,0.3677,9.0281,7.0113,9.0239,2.8735,6.0625,1.1675,3.0619,0.3953,0.0558,0.5446,0.0856
0.54,0.4688,9.0522,6.9336,9.0201,2.8996,6.0123,1.073,3.0079,0.5448,0.0309,0.3867,-0.023
0.55,0.5814,9.1339,7.2218,9.0624,2.9408,6.0494,1.1163,3.0778,0.374,-0.0229,0.4886,0.0662
0.56,0.4656,9.0699,6.9931,9.0944,3.0569,6.1258,1.1764,3.0711,0.467,0.02,0.36,-0.0249
0.57,0.569,9.0707,7.0672,9.0817,2.846,6.0535,1.155,3.02,0.3619,-0.0012,0.252,-0.0321
0.58,0.3886,9.0508,7.0475,9.1033,2.8444,6.0835,1.1966,3.0814,0.4088,0.0582,0.4803,0.0615
0.59,0.4418,9.0606,6.9458,9.1224,2.8721,6.0361,1.0372,3.0079,0.6016,0.0751,0.4307,0.0028
0.6,0.6123,9.1169,7.063,9.0409,2.7549,6.0308,1.0355,2.9727,0.3222,-0.0602,0.533,0.0318
0.61,0.4526,9.0707,6.9956,9.0936,2.9674,6.0975,1.277,3.1044,0.4937,0.0238,0.4217,0.0045
0.62,0.4983,9.0443,7.1187,9.1072,2.8736,6.0282,1.082,3.0008,0.422,-0.0361,0.1854,-0.0538
0.63,0.4679,9.041,6.9129,9.0664,2.8923,6.0283,1.228,3.0546,0.4352,0.0331,0.4657,0.0495
0.64,0.4498,9.0585,6.9378,9.0678,2.9081,6.015,1.082,2.9954,0.5545,0.0544,0.325,0.0222
0.65,0.604,9.1303,7.0583,9.0555,2.6342,5.9919,1.0007,3.0447,0.3352,-0.0072,0.447,0.0097
0.66,0.4762,9.0795,6.99,9.0491,2.937,6.1016,1.2106,3.0801,0.5093,0.0065,0.4188,-0.0249
0.67,0.496,9.0783,7.0612,9.0269,2.8485,6.0407,1.1409,3.0326,0.325,-0.0125,0.325,-0.0731
0.68,0.458,9.031,6.9861,9.0851,2.888,6.074,1.265,3.0631,0.3589,0.0222,0.3824,0.0258
0.69,0.4876,9.0439,6.8712,9.0402,2.951,6.0417,1.0021,3.0287,0.4997,0.0435,0.3445,-0.0398
0.7,0.6218,9.1339,7.0529,9.0518,2.6184,6.0035,0.9519,3.017,0.4086,0.0136,0.4647,0.0406
0.71,0.4575,9.0962,7.0155,9.1339,2.9035,6.0547,1.192,3.0633,0.4023,0.0269,0.4476,0.0043
0.72,0.5328,9.0972,7.014,9.1365,2.7139,6.0523,1.1616,3.0418,0.3182,-0.0171,0.3605,-0.049
0.73,0.4727,9.0419,6.9162,9.0327,2.8315,6.1131,1.1705,3.0651,0.3524,-0.0389,0.5083,-0.0116
0.74,0.447,9.0788,6.8675,9.1029,2.8603,6.0755,1.0846,3.0079,0.4382,0.0517,0.4493,0.0176
0.75,0.617,9.0965,7.062,9.1076,2.8005,6.0193,1.057,2.9985,0.4107,-0.0123,0.3876,0.0401
0.76,0.4723,9.079,7.0392,9.0605,2.8215,6.0626,1.1768,2.9847,0.4243,0.0112,0.4701,-0.0021
0.77,0.496,9.1053,6.9905,8.9798,2.8615,6.0005,1.179,3.0556,0.3477,-0.0356,0.2867,-0.0343
0.78,0.422,9.0238,6.8653,9.0964,2.8481,6.049,1.194,3.0067,0.3472,0.0222,0.4015,0.0244
0.79,0.4421,9.0382,6.8257,9.015,2.986,6.0926,1.1569,3.0308,0.5102,0.0525,0.3233,0.0015
0.8,0.642,9.1267,7.0926,9.0284,2.791,6.0501,1.029,3.0116,0.5,0.0103,0.5197,0.0244
0.81,0.4516,9.0683,6.8611,9.0977,2.8165,6.1247,1.2025,3.0525,0.4988,0.0463,0.5239,0.0389
0.82,0.5417,9.0768,6.9463,9.0867,2.7567,6.0658,1.0898,3.0274,0.3633,-0.0365,0.4209,-0.0936
0.83,0.5125,9.052,7.0065,9.0702,2.7641,5.9944,1.2135,3.0756,0.3477,-0.0175,0.396,0.0188
0.84,0.4894,9.0605,6.8718,9.112,2.9469,6.1067,1.2345,3.0345,0.5245,0.0226,0.2903,-0.0333
0.85,0.5827,9.1254,7.0247,9.1262,2.8386,6.0465,1.0139,2.9756,0.3868,0.0115,0.5049,0.0337
0.86,0.471,9.0799,6.9104,9.0686,2.855,6.0649,1.1144,3.0408,0.4783,0.0324,0.5288,0.0234
0.87,0.4998,9.1046,6.9999,9.0924,2.8535,6.0064,1.1072,3.0264,0.4171,-0.0296,0.3234,-0.0375
0.88,0.4179,9.0458,6.9455,9.1096,2.7097,6.0635,1.234,3.1012,0.2176,-0.0289,0.447,0.0222
0.89,0.3932,9.0286,6.9017,9.0464,2.838,6.1137,1.2979,3.0262,0.4904,0.022,0.2921,-0.0204
0.9,0.5095,9.1213,7.0474,9.0267,2.8753,6.0284,1.1588,2.9962,0.398,0.0123,0.496,0.0765
0.91,0.4659,9.0756,6.9692,9.0851,2.8943,6.0861,1.1789,3.0447,0.5266,0.0228,0.5513,0.0648
0.92,0.4048,9.0938,6.965,9.0605,2.8914,6.0265,1.082,3.0526,0.4693,0.0317,0.4341,-0.0262
0.93,0.4284,9.0467,6.9259,9.0385,2.6437,6.0219,0.9872,3.0701,0.2991,-0.0487,0.3918,0.0248
0.94,0.3697,9.0786,6.917,9.1013,2.8694,6.0789,1.277,3.0765,0.4891,0.0005,0.326,-0.0144
0.95,0.6244,9.135,7.0265,9.0589,2.7234,6.0556,1.1358,2.9869,0.4594,0.0523,0.3221,-0.0462
0.96,0.4393,9.0843,6.9392,9.0637,2.8183,6.077,1.122,3.02,0.431,-0.0032,0.5061,0.0608
0.97,0.4797,9.1176,6.909,9.157,2.936,6.0641,1.0377,3.0079,0.4643,0.0029,0.3636,0.0244
0.98,0.4636,9.032,6.9085,9.1282,2.774,5.9322,1.1747,3.0714,0.3049,-0.0601,0.3987,0.0124
0.99,0.4633,9.0769,6.8107,9.0595,3.23,6.0742,1.3898,3.0762,0.5266,0.0045,0.3637,0.0007
1,0.984,9.1257,7.178,9.063,3.8978,6.0445,1.8128,2.9365,0.9135,0.0098,0.2386,0.0251
1.01,1.441,9.0369,7.642,9.1141,4.4391,6.0841,2.522,3.0611,1.4964,0.0615,0.496,0.0599
1.02,2.095,9.1064,8.2197,9.0457,5.2613,6.0818,3.0033,2.9936,1.9437,0.0439,0.333,0.0033
1.03,2.6896,9.0187,8.6483,9.0342,6.0212,6.011,3.8663,3.0666,2.7919,-0.0616,0.471,-0.0262
1.04,3.7773,9.0422,9.3995,9.0667,6.9746,6.0421,5.039,3.0741,3.8177,0.0244,0.398,-0.0438
1.05,4.8553,9.0923,10.4534,9.0378,7.5975,6.029,5.7346,3.0284,4.6341,-0.0218,0.252,-0.0282
1.06,5.6889,9.055,10.9412,8.9769,8.4854,6.0759,6.8156,3.0331,5.7635,0.0392,0.384,0.072
1.07,6.7563,9.0994,11.8523,9.079,9.4887,6.1137,7.5413,2.9954,6.8206,0.0313,0.4466,-0.0123
1.08,7.6846,9.0838,12.5361,9.0622,10.001,6.0362,8.5439,3.0406,7.6605,-0.0503,0.4038,0.0254
1.09,8.626,9.0531,13.0997,9.0726,10.7941,6.0649,9.5848,3.1039,8.6515,0.0121,0.4056,-0.0433
1.1,9.6873,9.1313,13.8449,9.1205,11.3281,6.0209,10.1874,3.0168,9.4875,-0.036,0.325,-0.0453
1.11,10.3956,9.0757,14.2955,9.1301,11.9285,6.0723,10.9897,3.0606,10.286,0.0335,0.3711,0.0416
1.12,11.116,9.0972,14.851,9.0605,12.7182,6.0961,11.5366,2.9896,11.199,0.0616,0.383,0.0076
1.13,11.8123,9.027,15.2618,9.0972,13.0042,6.0395,12.2133,3.0164,11.7455,-0.026,0.4201,0.0109
1.14,12.4716,9.0294,15.5896,9.1218,13.5635,6.1024,12.9098,3.1059,12.426,-0.0041,0.4339,0.0025
1.15,13.2235,9.1339,16.0155,9.0591,13.9312,6.0095,13.3196,2.9975,12.9367,-0.0296,0.2856,0.0024
1.16,13.6495,9.0479,16.3435,9.0549,14.2596,6.0295,13.9091,3.0567,13.417,0.0322,0.5208,0.0324
1.17,14.1379,9.0946,16.7747,9.0972,14.6984,6.0857,14.2357,2.9782,14.1305,0.0326,0.3677,0.0182
1.18,14.4991,9.0554,16.955,9.0303,15.0625,6.0539,14.5513,2.995,14.3855,-0.0584,0.3937,0.0326
1.19,14.9388,9.0553,16.975,9.0284,15.3814,6.1055,15.0672,3.0835,14.8673,0.033,0.4634,-0.0053
1.2,15.4082,9.1289,17.5168,9.0633,15.642,6.0353,15.2472,3.0079,15.095,-0.0335,0.2527,-0.0373
1.21,15.6615,9.0566,17.5769,9.1019,15.7262,6.0092,15.632,3.0914,15.475,-0.037,0.4678,0.0222
1.22,16.0099,9.0972,17.732,9.0602,16.1166,6.0781,15.9039,2.9725,16.0922,0.0592,0.4326,0.0186
1.23,16.2471,9.097,17.8989,9.1169,16.1822,6.0689,16.0033,3.0135,16.17,0.0162,0.4174,0.0468
1.24,16.5313,9.0625,18.1064,9.1264,16.536,6.0806,16.5736,3.0814,16.4817,0.0119,0.484,0.0639
1.25,16.9066,9.1507,18.489,9.0529,16.7953,6.0337,16.6385,3.0473,16.6306,-0.0834,0.2842,-0.0407
1.26,17.146,9.0726,18.4852,9.0985,16.8323,5.992,16.9264,3.0727,17.0099,0.0064,0.4595,0.042
1.27,17.317,9.0851,18.5905,9.1098,17.1373,6.0608,17.0901,3.0048,17.3053,0.0491,0.3863,-0.0061
1.28,17.5233,9.0163,18.7822,9.0213,17.2549,6.0363,17.1277,2.9823,17.3497,0.0189,0.4164,0.033
1.29,17.696,9.0544,18.746,9.031,17.3075,6.0907,17.512,3.0927,17.7218,-0.0052,0.4888,0.0167
1.3,17.9485,9.1339,19.1603,9.0745,17.7074,6.0903,17.6301,3.0414,17.7553,-0.0167,0.3279,0.0032
1.31,18.0922,9.0807,19.1422,9.0626,17.6731,6.0282,17.9285,3.0693,17.8686,-0.0113,0.5239,0.0043
1.32,18.3773,9.119,19.2563,9.0296,17.8985,6.0918,18.0345,3.0374,18.2966,0.0485,0.3628,-0.0706
1.33,18.3987,9.0492,19.3653,9.1146,17.9176,6.056,17.9168,2.9561,18.318,-0.0057,0.2683,0.0704
1.34,18.5276,9.0641,19.3625,9.0988,18.171,6.0581,18.3081,3.0645,18.562,0.0418,0.5923,0.0372
1.35,18.9017,9.1218,19.6188,9.0605,18.22,6.1159,18.367,3.0126,18.6359,-0.0369,0.3349,-0.0696
1.36,18.9175,9.0637,19.6505,9.1407,18.3238,6.0464,18.5589,3.0701,18.6794,-0.06,0.3529,-0.0161
1.37,19.0442,9.1198,19.832,9.146,18.513,6.0109,18.6352,3.0568,19.05,0.0417,0.4357,-0.0039
1.38,19.0296,9.03,19.7759,9.0643,18.5382,6.0769,18.6176,2.9715,19.0922,0.0089,0.374,0.0132
1.39,19.2035,9.0048,19.815,9.0439,18.611,6.0282,18.9955,3.0628,19.1897,0.037,0.5145,0.0584
1.4,19.4497,9.148,20.1293,9.0931,18.9658,6.1171,18.9626,3.0252,19.246,-0.0007,0.3627,-0.0057
1.41,19.3706,9.07,20.0696,9.0553,18.9438,5.9971,18.9962,3.06,19.2473,-0.0041,0.3516,-0.0053
1.42,19.612,9.1201,20.2209,9.0042,19.0264,6.0218,19.212,3.0443,19.4815,0.0462,0.3539,-0.015
1.43,19.5169,9.0474,20.1058,9.1021,19.0578,6.0532,18.9963,2.9684,19.4943,0.0155,0.3728,0.0077
1.44,19.665,9.0633,20.32,9.0462,19.1174,6.0286,19.332,3.0107,19.6657,0.052,0.5204,0.0645
1.45,19.8108,9.1342,20.4414,9.0295,19.277,6.0857,19.3913,3.02,19.7225,-0.0559,0.326,0.0064
1.46,19.9281,9.0605,20.5136,9.1205,19.32,6.0523,19.5254,3.0814,19.6333,-0.0369,0.393,0.0661
1.47,19.9546,9.1095,20.3702,9.116,19.514,6.0282,19.7491,3.0729,19.7711,0.0438,0.3504,-0.0476
1.48,19.9541,8.9748,20.4911,9.0726,19.536,6.0392,19.6963,3.0309,19.917,-0.0245,0.2967,0.0101
1.49,20.0509,9.0238,20.613,9.1124,19.4187,6.0114,19.7309,3.0526,20.0165,0.0244,0.425,0.0567
1.5,20.2706,9.0854,20.7838,9.1341,19.688,6.0582,19.7997,3.0046,20.1095,0.0015,0.3585,-0.0075
1.51,20.0767,9.0363,20.71,9.0428,19.754,6.0234,19.8382,3.0693,20.0382,-0.0585,0.4066,0.0425
1.52,20.3195,9.11,20.8105,9.0839,19.769,6.0806,20.0784,3.105,20.1851,0.009,0.416,-0.0206
1.53,20.2227,9.0126,20.8363,9.0895,20.089,6.0568,20.027,3.078,20.1383,-0.0078,0.276,-0.0164
1.54,20.271,9.0584,20.808,9.0713,19.808,5.992,20.1303,3.046,20.2652,0.0312,0.447,0.0372
1.55,20.534,9.1334,21.145,9.0238,19.9618,6.0513,20.0846,2.9889,20.4776,0.0217,0.3156,-0.0283
1.56,20.418,9.0599,21.0758,9.0436,19.9731,6.0256,20.0766,3.0514,20.2227,-0.0614,0.4557,0.0212
1.57,20.4206,9.1231,21.101,9.0493,20.0525,6.0815,20.3389,3.0551,20.4839,0.0352,0.4396,-0.0088
1.58,20.4239,9.0494,21.0384,9.0148,20.2981,6.0923,20.2892,3.0063,20.4221,-0.0369,0.2811,-0.0412
1.59,20.4611,9.0446,21.0264,9.1098,20.1143,5.9929,20.2238,3.0292,20.413,0.0392,0.4323,0.0611
1.6,20.6824,9.1061,21.2044,9.1019,20.2371,6.0269,20.3934,3.0263,20.5343,0.0374,0.4454,0.0107
1.61,20.6189,9.0615,21.242,9.0661,20.1912,6.0656,20.3096,3.0537,20.4337,-0.0496,0.3982,0.0614
1.62,20.6684,9.0983,21.3785,9.1437,20.3471,6.0562,20.5972,3.0693,20.5367,0.0341,0.4791,-0.0198
1.63,20.5755,9.0404,21.2254,9.1183,20.5328,6.1354,20.5078,2.9921,20.6016,-0.0192,0.325,-0.0287
1.64,20.711,9.053,21.1789,9.0403,20.4464,6.0304,20.6504,3.036,20.5354,0.0486,0.4789,0.0084
1.65,20.8627,9.1111,21.4842,9.0657,20.4569,6.1076,20.515,2.9692,20.8265,0.0521,0.374,0.0048
1.66,20.7433,9.0521,21.4023,9.1223,20.491,6,20.601,3.0157,20.5795,-0.019,0.496,0.0185
1.67,20.8722,9.0771,21.5219,9.0127,20.4731,6.0312,20.764,3.1045,20.6718,-0.016,0.4978,0.0043
1.68,20.8391,9.0589,21.5106,9.0479,20.5868,6.1016,20.7344,3.0323,20.5482,0.0039,0.2814,-0.0369
1.69,20.7284,9.1103,21.4474,9.1098,20.6519,6.0105,20.8591,3.0589,20.743,0.0409,0.374,0.0272
1.7,20.9756,9.1465,21.5856,9.0547,20.6901,6.0974,20.6373,3.0012,20.9252,0.0455,0.3412,-0.0084
1.71,20.8955,9.0726,21.4405,9.0869,20.6167,5.9933,20.599,3.019,20.7358,-0.0162,0.4593,0.0244
1.72,20.906,9.1079,21.6706,9.0971,20.662,6.0156,20.8712,3.0744,20.7385,0.0009,0.5888,0.024
1.73,20.9379,9.0519,21.6747,9.1178,20.8502,6.0912,20.8914,3.02,20.8457,0.0388,0.3466,-0.0478
1.74,20.808,9.0522,21.614,9.037,20.7933,6.0451,21.032,3.067,20.8042,0.0476,0.398,0.037
1.75,21.1527,9.1175,21.8048,9.1331,20.8378,6.0842,20.9277,3.0014,20.9824,0.0397,0.3717,-0.0249
1.76,20.9593,9.1129,21.7915,9.1286,20.9525,6.0384,20.877,2.9819,20.906,0.023,0.3833,0.0028
1.77,21.1305,9.0959,21.8045,9.0358,20.7702,5.9966,20.9953,3.1087,20.9401,-0.0002,0.4759,0.0094
1.78,21.0375,9.0623,21.8327,9.0857,20.8956,6.0796,21.0265,3.02,20.8227,-0.0542,0.3622,-0.0325
1.79,20.95,9.0238,21.7312,9.0972,20.93,6.0521,21.0806,3.0783,20.8696,0.0268,0.4148,0.0126
1.8,21.2029,9.1135,21.9208,9.0434,21.0419,6.0804,21.0581,3.0378,21.0635,0.0725,0.384,0.0101
1.81,21.0959,9.0884,21.9401,9.0267,21.1628,6.062,20.9091,2.9954,20.9199,0.0466,0.349,0.037
1.82,21.1118,9.078,21.977,9.0726,21.007,6.0382,21.171,3.0693,20.9627,0.0164,0.4987,0.0345
1.83,21.1037,9.0434,21.9367,9.0936,21.101,6.0463,21.1498,3.0446,21.0191,-0.0337,0.3404,-0.0381
1.84,21.0464,9.0423,21.882,9.044,21.1107,6.057,21.1707,3.0567,21.0179,-0.0121,0.422,-0.0037
1.85,21.272,9.1031,22.0902,9.1098,21.1805,6.0741,21.2295,3.0069,21.0908,0.0754,0.3895,-0.0344
1.86,21.1319,9.0666,22.0228,9.1829,21.2439,6.1075,21.0962,2.9857,21.2384,0.0008,0.3841,0.0083
1.87,21.2175,9.1249,22.0904,9.0762,20.9791,6.0644,21.2591,3.0717,21.0766,0.0482,0.4501,0.0975
1.88,21.277,9.0301,22.0658,9.1158,21.1827,6.0649,21.2808,3.0321,21.0364,-0.0237,0.3008,-0.0849
1.89,21.1062,9.0348,21.9146,9.0661,21.199,6.0094,21.296,3.0245,21.028,-0.0263,0.3573,0.0255
1.9,21.4056,9.1273,22.18,9.0406,21.1966,6.0673,21.341,3.0663,21.1302,0.059,0.374,-0.006
1.91,21.1138,9.0726,22.1648,9.0512,21.3718,6.0954,21.1769,2.9349,21.1435,-0.0123,0.3036,-0.0087
1.92,21.2861,9.0711,22.1861,9.107,21.2626,6.0151,21.3464,3.0496,21.1889,0.0198,0.3814,0.0662
1.93,21.2551,9.0394,22.1725,9.0413,21.3275,6.0167,21.3069,3.0243,21.1307,-0.0325,0.4192,-0.0107
1.94,21.2573,9.0479,22.151,9.0335,21.2888,6.0101,21.2614,3.0727,21.0731,-0.0684,0.3669,0.0055
1.95,21.4039,9.1352,22.1964,9.0159,21.2726,6.1016,21.5421,3.0587,21.2601,0.0492,0.3519,-0.019
1.96,21.3039,9.0565,22.2565,9.0667,21.335,6.0883,21.3341,3.0307,21.2096,-0.0164,0.2954,-0.0025
1.97,21.3783,9.1137,22.322,9.0512,21.4565,6.0523,21.3063,3.0406,21.2629,0.0106,0.5026,0.0609
1.98,21.3289,9.056,22.2401,9.1171,21.4588,6.1055,21.345,2.9842,21.2402,-0.004,0.38,0.0092
1.99,21.2962,9.04,22.1104,9.1718,21.4038,5.9865,21.3677,3.0544,21.1192,-0.0922,0.5477,0.0158
2,21.4909,9.1093,22.4115,9.0641,21.3163,6.0114,21.4375,3.0707,21.345,0.0404,0.3177,-0.0555
2.01,21.394,9.0332,22.3303,9.0972,21.558,6.0842,21.4059,3.0079,21.205,0.0123,0.2049,-0.0239
2.02,21.3624,9.1059,22.278,9.1144,21.4272,6.0665,21.3819,3.0355,21.3421,-0.0227,0.3549,0.0467
2.03,21.4244,9.0536,22.3974,9.0479,21.4955,6.0889,21.394,3.0302,21.2964,0.0246,0.5811,-0.0093
2.04,21.2942,9.03,22.3128,9.0293,21.6362,6.0551,21.4212,3.0677,21.2007,-0.0482,0.4316,0.0394
2.05,21.5433,9.1249,22.371,9.0585,21.2758,6.0181,21.5465,3.0461,21.321,0.0156,0.3265,0.0145
2.06,21.5372,9.0726,22.3555,9.0361,21.5671,6.081,21.419,3.0081,21.3067,-0.0026,0.2439,-0.0334
2.07,21.5324,9.1089,22.5703,9.0305,21.5924,6.0282,21.3979,3.0234,21.4418,0.0522,0.3145,0.0285
2.08,21.3111,9.0503,22.5064,9.074,21.5834,6.084,21.4207,2.9743,21.443,0.0242,0.4098,0.0061
2.09,21.4528,9.0825,22.4003,9.0602,21.712,6.0823,21.5212,3.0226,21.28,-0.0474,0.429,0.0315
2.1,21.5805,9.1017,22.6978,9.0343,21.5656,6.0109,21.6006,3.0548,21.3635,-0.0057,0.4747,0.0148
2.11,21.5222,9.0633,22.5217,9.1383,21.6208,6.0657,21.5682,2.9996,21.3571,-0.0069,0.349,-0.0632
2.12,21.4997,9.0883,22.4464,9.1387,21.5826,6.0389,21.5135,3.0542,21.3863,0.0529,0.398,0.0244
2.13,21.5267,9.0464,22.5099,9.0693,21.6509,6.0685,21.466,2.9607,21.4409,0.0437,0.3283,0.0082
2.14,21.4081,9.0251,22.493,9.091,21.7289,6.0879,21.4412,3.0085,21.289,-0.0261,0.5109,-0.0025
2.15,21.6106,9.1441,22.639,9.0277,21.638,6.0332,21.6447,3.0781,21.4165,0.0027,0.4722,0.0245
2.16,21.5466,9.0689,22.6283,9.0772,21.6421,6.0417,21.5447,3.0718,21.3821,-0.0187,0.3917,-0.0448
2.17,21.5296,9.1029,22.6591,9.0453,21.6789,6.0075,21.638,3.0281,21.536,0.0466,0.4392,0.0225
2.18,21.4753,9.0661,22.5622,9.0957,21.6589,6.0314,21.5409,2.9797,21.5834,0.036,0.3434,-0.0181
2.19,21.4839,9.0112,22.4781,9.0479,21.9493,6.135,21.5393,2.9985,21.3462,-0.0011,0.4168,0.0378
