Time (s),F51 (N),L51 (mm),F52 (N),L52 (mm),F53 (N),L53 (mm),F55 (N),L55 (mm),F57 (N),L57 (mm),F58 (N),L58 (mm)
8.47,20.5568,9.0364,22.4118,9.1659,22.6067,9.0564,25.8224,9.0815,26.472,9.0711,6.1706,9.0675
8.48,20.5315,9.0891,22.4445,9.0161,22.2317,9.132,25.7304,9.0926,26.4358,9.1478,6.0854,8.9816
8.49,20.2303,9.0358,22.224,9.0952,21.5426,9.0471,25.5558,9.0567,26.414,9.072,6.2328,9.1214
8.5,19.9351,9.1018,22.0611,9.0709,20.9279,9.038,25.3238,9.0348,25.9291,8.999,6.113,9.1257
8.51,19.3295,9.0112,21.7284,9.0293,20.2031,9.0306,25.2554,9.0813,25.9849,9.0812,6.2292,9.0455
8.52,18.2489,9.0067,21.2216,9.0192,19.4084,9.0276,25.0701,9.056,25.7981,9.0527,6.1769,9.1126
8.53,17.2957,9.1037,20.843,9.1039,18.9242,9.1418,24.7282,9.0659,25.7835,9.0918,6.092,8.998
8.54,15.8786,9.0443,19.934,9.0258,18.1917,9.0479,24.5219,9.0549,25.5448,9.0915,6.2052,9.0312
8.55,14.6324,9.1251,19.0471,9.0294,17.5589,9.0652,24.006,9.001,25.1923,9.0147,6.0756,9.0158
8.56,13.4462,9.0095,17.9479,9.073,17.1046,9.009,23.7916,9.1098,24.9387,9.0726,6.1138,9.1039
8.57,12.0758,9.0373,16.8894,9.0302,16.3958,8.9526,23.3742,9.073,24.6732,9.0605,6.2871,9.095
8.58,11.406,9.1016,16.2576,8.9847,15.9973,9.0718,22.9758,9.0614,24.4203,9.1159,6.0078,9.0112
8.59,10.4987,9.0423,15.3703,9.1016,15.5497,9.0205,22.5953,9.0788,24.2047,9.0929,6.1782,9.0911
8.6,9.6688,9.0663,14.7415,9.1137,15.1518,9.0965,21.9518,8.9908,23.6454,8.9907,6.2159,9.0358
8.61,8.9064,9.0298,14.0088,9.0605,14.8069,9.0744,21.5858,9.0698,23.3049,9.0158,6.2546,9.1135
8.62,8.0645,9.0446,13.3231,9.1021,14.3195,8.9964,21.1845,9.0988,22.957,9.0236,6.2801,9.1439
8.63,7.6789,9.0885,12.8912,9.082,14.1365,9.1131,20.8459,9.1105,22.5641,9.0913,6.135,9.0605
8.64,6.868,9.0598,12.4383,9.045,13.5471,9.0407,20.4037,9.0725,22.4504,9.1115,6.209,9.0851
8.65,6.3768,9.0796,11.9428,9.0257,13.3676,9.118,19.8556,8.9988,21.9952,9.0383,6.0774,9.031
8.66,5.8074,9.007,11.4224,9.0779,13.1354,9.0748,19.5574,9.0659,21.6671,9.0984,6.1533,9.0605
8.67,5.1647,9.0315,10.8827,9.0386,12.727,9.0073,19.1785,9.0572,21.2881,9.0398,6.1828,9.1098
8.68,4.9588,9.0801,10.7448,8.9992,12.588,9.0862,18.9433,9.1388,20.9254,9.0874,6.0725,9.0409
8.69,4.5,9.075,10.4177,9.0583,12.2188,9.0479,18.7579,9.085,20.7915,9.1218,6.16,9.0666
8.7,4.1625,9.0981,10.115,9.0805,12.1008,9.1162,18.2361,9.026,20.3717,9.0488,6.0937,9.0251
8.71,3.816,9.0327,9.8238,9.057,12.0108,9.1218,17.9662,9.1055,20.1588,9.0388,6.1235,9.0702
8.72,3.3047,9.0683,9.51,9.1198,11.6235,9.0398,17.708,8.9758,19.8634,9.0156,6.261,9.127
8.73,3.2383,9.0424,9.431,9.102,11.433,9.031,17.4373,9.1089,19.5663,9.039,6.1342,9.0501
8.74,2.847,9.0545,9.228,9.0471,11.2136,9.0238,17.1499,9.089,19.4811,9.1218,6.1855,9.0904
8.75,2.7584,9.0813,9.0853,9.0734,11.0217,9.0655,16.9055,9.0479,19.1029,8.998,6.1202,9.0471
8.76,2.4694,9.0112,8.8173,9.1082,10.9853,9.1274,16.7128,9.0605,18.9704,9.084,6.0859,9.0598
8.77,2.0548,9.0164,8.4511,9.0238,10.8376,9.0605,16.4314,9.0413,18.6123,9.0122,6.2612,9.1297
8.78,2.1834,9.0809,8.5686,9.0079,10.6759,9.0605,16.2411,9.0646,18.367,9.0814,6.1638,9.0605
8.79,1.9787,9.0463,8.3507,9.0981,10.4722,9.009,16.2083,9.1514,18.4301,9.1106,6.209,9.0851
8.8,1.79,9.0726,8.351,9.0353,10.1504,9.0539,15.9241,9.0538,18.0779,9.0685,6.1131,9.0405
8.81,1.6373,9.0266,8.1313,9.0211,10.1443,9.0895,15.7189,9.067,18.012,9.0851,5.9611,9.0323
8.82,1.2387,9.0179,7.9313,9.0688,10.0419,9.0479,15.535,9.0581,17.7259,9.0219,6.1681,9.106
8.83,1.433,9.1206,8.0184,9.0768,9.9711,9.0988,15.3397,9.0727,17.5107,9.0666,6.2183,9.0619
8.84,1.228,9.0015,7.8487,9.0587,9.9508,9.0294,15.3281,9.1098,17.506,9.1322,6.2475,9.1218
8.85,1.13,9.084,7.7689,9.0848,9.6049,9.0191,15.0858,9.0404,17.3054,9.054,6.1698,9.0183
8.86,1.1039,9.0449,7.5351,9.0871,9.7122,9.0424,14.9422,9.0817,17.293,9.0861,6.0439,9.0264
8.87,0.6549,9.0158,7.4364,9.0605,9.4893,9.0669,14.7343,9.0283,16.9357,9.044,6.2372,9.0832
8.88,0.8464,9.076,7.508,9.0859,9.5419,9.1065,14.6562,9.0484,16.755,9.0352,6.135,9.0358
8.89,0.7384,9.0479,7.4509,9.0844,9.4035,9.0255,14.6268,9.1218,16.8353,9.1161,6.2558,9.0851
8.9,0.6923,9.0733,7.3587,9.03,9.1375,8.9755,14.476,9.0263,16.5697,9.0874,6.1912,8.9914
8.91,0.6634,9.0232,7.2304,8.9866,9.2044,9.0714,14.4085,9.1028,16.5458,9.1366,6.019,8.9775
8.92,0.4741,9.0138,7.0921,9.0517,9.0975,9.067,14.1678,9.0358,16.4483,9.064,6.184,9.1243
8.93,0.5502,9.0976,7.0889,9.0456,9.0553,9.1054,13.972,9.0355,16.0478,8.987,6.1642,9.075
8.94,0.4724,9.0715,7.0119,9.0453,9.089,9.0546,14.0608,9.0909,16.1436,9.0479,6.1514,9.1098
8.95,0.4716,9.0726,7.0156,9.0788,8.825,9.0037,13.8882,9.0659,16.0142,9.0539,6.2191,9.0495
8.96,0.5185,9.0354,6.8438,9.0629,8.845,9.0937,13.8274,9.0913,16.0049,9.0795,6.0747,8.9991
8.97,0.18,9.0243,6.7469,9.0506,8.7558,9.0277,13.6973,9.0358,15.8823,9.0818,6.0379,9.0711
8.98,0.4711,9.0852,6.6975,9.1266,8.654,9.0982,13.4293,9.0436,15.706,9.0358,6.1653,9.0535
8.99,0.5194,9.0479,6.7698,9.0825,8.817,9.0851,13.508,9.0557,15.6841,9.0726,6.1807,9.1098
9,0.398,9.0608,6.697,9.0635,8.5719,9.0408,13.297,9.0796,15.4889,9.0496,6.2417,9.0947
9.01,0.4224,9.0249,6.5763,9.0577,8.5602,9.0605,13.3092,9.0831,15.5469,9.0975,6.0944,9.0129
9.02,0.3722,8.9642,6.3598,9.09,8.406,9.0193,13.2059,9.0805,15.4478,9.0846,6.1705,9.0965
9.03,0.4213,9.1199,6.5012,9.0334,8.3643,9.1026,12.9974,9.0005,15.1749,9.0191,5.9899,9.0599
9.04,0.5394,9.0717,6.4049,8.9945,8.5338,9.1302,12.9051,9.0506,15.1813,9.0593,6.1308,9.0851
9.05,0.4209,9.0759,6.4486,9.1095,8.2636,9.0479,13.0059,9.0689,15.095,9.0756,6.2369,9.0891
9.06,0.3565,9.0492,6.3372,9.0221,8.3345,9.0711,12.918,9.083,15.0592,9.1141,6.0495,8.9889
9.07,0.3028,9.0562,6.1138,9.0466,8.2619,9.029,12.8647,9.0351,14.9573,9.1056,6.1487,9.0851
9.08,0.3787,9.0891,6.3247,9.0888,8.0596,9.0381,12.6364,9.0048,14.7996,8.9763,6.1468,9.0433
9.09,0.398,9.0488,6.2177,9.1541,8.1088,9.1315,12.605,9.0636,14.8763,9.0605,6.1418,9.1163
9.1,0.3509,9.0736,6.2204,9.0142,8.0747,9.0779,12.6468,9.0779,14.6762,9.0698,6.2963,9.1349
9.11,0.5512,9.05,6.0606,9.0989,8.0801,9.1071,12.5808,9.0729,14.7256,9.108,6.1158,9.046
9.12,0.2118,9.0435,6.0153,9.1098,7.8368,9.0524,12.5021,9.0373,14.7829,9.0534,6.1344,9.0519
9.13,0.4422,9.0996,6.1792,9.0454,7.8301,9.0263,12.3335,9.0037,14.4491,9.027,6.0988,9.0544
9.14,0.4271,9.0605,6.1135,9.0624,8.0461,9.0777,12.3273,9.0303,14.5257,9.089,6.059,9.0872
9.15,0.4193,9.1084,6.0974,9.0657,7.7526,9.0712,12.2999,9.0419,14.3045,9.0286,6.1277,9.1513
9.16,0.4336,9.0098,6.0678,8.9433,7.942,9.0726,12.2675,9.1038,14.3534,9.0871,6.0637,9.0464
9.17,0.227,9.0418,5.8731,8.9773,7.8829,9.0619,12.2573,9.078,14.4354,9.123,6.1625,9.1308
9.18,0.431,9.1186,6.1713,9.0605,7.6093,9.0065,12.1071,8.9878,14.2263,9.0453,6.0711,9.0695
9.19,0.3947,9.0537,6.0097,9.0517,7.8114,9.0958,11.9707,9.0243,14.168,9.0479,6.077,9.0262
9.2,0.374,9.1182,6.0834,9.0447,7.6343,9.0444,11.9172,9.0585,14.0945,9.05,6.344,9.1518
9.21,0.4442,9.0187,5.9926,9.0726,7.6509,9.1106,12.0637,9.0954,14.024,9.0588,6.096,9.0358
9.22,0.2347,9.0402,5.8382,9.0998,7.7444,9.092,12.0337,9.1123,14.1017,9.1378,6.1931,9.0994
9.23,0.4429,9.0972,6.1149,8.9926,7.5764,8.9762,11.8345,9.0213,13.9276,9.0468,6.0981,9.0547
9.24,0.3812,9.0358,5.9847,9.0792,7.5578,9.1081,11.7509,9.0646,13.9215,9.0726,5.979,9.057
9.25,0.4754,9.0391,6.0064,9.0846,7.4908,9.0383,11.6433,9.07,13.6839,9.0003,6.2364,9.107
9.26,0.3625,9.0404,5.9091,9.0395,7.5196,9.1003,11.5668,9.087,13.7556,9.0419,6.0904,9.0445
9.27,0.1967,9.0241,5.7402,9.0208,7.649,9.1218,11.7523,9.099,13.8181,9.1573,6.209,9.0869
9.28,0.4276,9.0702,5.9304,9.0851,7.454,9.0267,11.565,8.9994,13.668,9.0632,6.1318,9.0391
9.29,0.3441,9.0263,5.9009,9.0073,7.4172,9.0758,11.5881,9.0561,13.7214,9.0886,6.0424,9.0282
9.3,0.422,9.0592,5.964,9.0195,7.4508,8.9897,11.5048,9.0336,13.5425,9.0561,6.013,9.1215
9.31,0.381,9.0192,5.9176,9.0726,7.356,9.036,11.4238,9.0801,13.4554,9.0041,6.1776,9.0605
9.32,0.2628,9.0533,5.7614,9.0529,7.4943,9.1639,11.4753,9.0955,13.573,9.1357,6.1881,9.0891
9.33,0.3924,9.1455,5.9627,9.0238,7.3742,9.0505,11.2835,9.0561,13.4102,9.0717,6.1043,9.0287
9.34,0.3863,9.0667,5.832,9.061,7.4155,9.0569,11.3835,9.0481,13.3714,9.1001,5.989,9.039
9.35,0.4899,9.0881,5.8478,9.1102,7.3191,8.994,11.2663,9.0252,13.3458,9.0317,6.2197,9.1003
9.36,0.447,9.0207,5.8547,9.0706,7.1599,9.0479,11.2198,9.0666,13.23,9.0219,5.9775,9.0605
9.37,0.2708,9.0022,5.7148,9.0999,7.4,9.1285,11.3082,9.1074,13.2838,9.0729,6.1989,9.0816
9.38,0.4239,9.0786,5.88,9.0883,7.1923,9.0635,11.0552,8.9776,13.1454,9.0709,6.1996,9.0561
9.39,0.3558,9.0479,5.8845,9.0178,7.2593,9.0238,11.148,9.0394,13.2781,9.0726,6.0286,9.0358
9.4,0.5281,9.0904,5.8383,9.0075,7.3117,9.0792,10.8923,9.0386,13.1412,9.0478,6.0188,9.0851
9.41,0.4048,9.0024,5.7829,9.0687,7.0985,9.021,11.0145,9.0518,12.996,8.9873,6.1035,9.093
9.42,0.2313,9.0201,5.7057,9.0178,7.2821,9.093,11.0531,9.116,13.0787,9.0779,6.1878,9.1218
9.43,0.4739,9.0914,5.8472,9.0136,7.1873,9.0679,10.945,9.0552,12.9667,9.074,6.2559,9.084
9.44,0.3323,9.0517,5.8086,9.0667,7.1548,9.082,10.8327,9.0638,13.033,9.1038,5.9704,9.001
9.45,0.471,9.0956,5.8745,9.0636,7.2083,9.0547,10.798,9.0287,12.8777,9.0765,6.2028,9.0726
9.46,0.3794,9.0355,5.7424,9.0624,7.0555,8.9991,10.785,9.0347,12.7327,8.9913,6.0964,9.0504
9.47,0.2504,9.0358,5.6963,9.0605,7.2111,9.0738,10.8424,9.0804,12.8109,9.1058,5.9956,9.1273
9.48,0.4228,9.0687,5.8428,9.1585,7.0371,9.0349,10.7454,9.0605,12.8125,9.0605,6.2501,9.1012
9.49,0.3892,9.0438,5.8021,9.045,7.2389,9.1001,10.7733,9.0726,12.7589,9.1281,6.0304,9.0393
9.5,0.4697,9.1218,5.8028,9.1024,7.1433,9.0883,10.6583,9.0372,12.8067,9.0238,6.1722,9.1158
9.51,0.4237,9.0151,5.8264,9.0808,6.9866,9.0221,10.608,8.9537,12.5409,8.9991,6.132,9.0008
9.52,0.2217,9.0227,5.647,9.0591,7.0344,9.0618,10.705,9.1157,12.629,9.0635,6.1129,9.1141
9.53,0.398,9.1071,5.8579,9.062,6.9421,9.0513,10.6108,9.053,12.6203,9.0305,6.324,9.1149
9.54,0.3558,9.045,5.806,9.0727,7.1408,9.0526,10.6592,9.0914,12.5618,9.1364,6.0328,9.0256
9.55,0.4619,9.0698,5.855,9.0169,7.1576,9.0964,10.5228,9.0335,12.6487,9.1405,6.1665,9.0786
9.56,0.4974,9.0405,5.8139,9.0468,7.0153,9.068,10.408,9.0253,12.434,8.9265,6.1124,9.0619
9.57,0.3144,9.0141,5.6376,9.0807,7.1162,9.0605,10.518,9.0479,12.5524,9.0744,6.1346,9.0845
9.58,0.3984,9.1048,5.769,9.0624,6.9702,8.9879,10.481,9.0742,12.3643,9.0358,6.4061,9.124
9.59,0.3639,9.0287,5.7926,9.0418,6.9694,9.0823,10.4594,9.1248,12.4345,9.0851,6.0949,9.0459
9.6,0.4367,9.0777,5.897,9.1218,7.1626,9.1321,10.4583,9.0574,12.4783,9.098,6.164,9.0815
9.61,0.4734,9.0381,5.727,9.1042,7.0385,9.0397,10.274,8.9866,12.2551,9.0479,6.0792,9.0204
9.62,0.265,9.0463,5.6682,9.0505,7.0723,9.0668,10.335,9.0749,12.2822,9.0802,6.1411,9.0424
9.63,0.4292,9.0674,5.7554,9.0763,6.9856,9.0446,10.3618,9.0605,12.214,9.0246,6.2143,9.1098
9.64,0.398,9.0743,5.801,9.048,6.917,9.0112,10.4068,9.0966,12.1871,9.1339,6.0442,9.0308
9.65,0.4331,9.0933,5.8777,9.0586,7.0314,9.0908,10.4539,9.0736,12.3896,9.1301,6.1408,9.0851
9.66,0.431,9.068,5.827,9.0185,6.9719,9.0514,10.2101,9.0142,12.0835,9.0431,6.0791,9.0146
9.67,0.2229,9.0311,5.709,9.0414,7.0188,9.0999,10.261,9.0672,12.1518,9.0501,6.0249,9.0725
9.68,0.4448,9.0899,5.7613,9.0408,7.0645,9.0492,10.042,9.041,12.0605,9.0321,6.2088,9.1218
9.69,0.2934,9.0301,5.7073,9.0273,6.8519,9.0193,10.3691,9.104,12.092,9.0685,6.0893,9.1016
9.7,0.435,9.1224,5.8523,9.0256,6.965,9.0851,10.3265,9.1102,12.2582,9.1062,6.1345,9.0615
9.71,0.5321,9.029,5.8294,9.106,6.8789,9.0493,10.0626,9.0115,12.0207,9.0238,6.0896,9.0017
9.72,0.263,8.9996,5.6837,9.0445,7.0622,9.1097,10.0456,9.0856,12.0665,9.0616,6.0099,9.0311
9.73,0.41,9.1218,5.8181,9.1229,7.0108,9.0561,10.0377,9.0537,11.946,9.0261,6.184,9.1316
9.74,0.2869,9.0667,5.7693,9.1094,6.8619,9.0542,10.1194,9.1095,11.8499,9.0383,6.2234,9.0304
9.75,0.3974,9.1092,5.842,9.0344,6.9076,9.068,10.2288,9.1096,12.0464,9.1137,6.1513,9.0937
9.76,0.5084,9.0786,5.7704,9.0726,6.782,9.0542,9.9474,9.0381,11.946,9.0498,6.142,9.0637
9.77,0.2653,8.9802,5.565,9.1094,6.929,9.0726,10.0759,9.0655,11.8494,9.0897,6.0136,9.0482
9.78,0.3822,9.0785,5.8471,9.0669,6.9535,9.0909,9.9265,9.0496,11.8038,9.0473,6.132,9.1008
9.79,0.3943,9.017,5.7297,9.017,6.9007,9.043,9.9767,9.0895,11.7062,9.0689,6.118,9.0479
9.8,0.471,9.1163,5.7892,9.0673,6.8691,9.0608,10.115,9.0483,11.7582,9.0875,6.1557,9.0938
9.81,0.5031,9.033,5.7363,9.0291,6.8839,9.0262,9.9258,9.0238,11.648,9.0479,6.1211,9.06
9.82,0.2845,8.9991,5.6576,9.039,6.9125,9.0857,9.9501,9.0495,11.7587,9.0727,5.9673,9.0144
9.83,0.4298,9.078,5.6833,9.0851,7.0127,9.1098,9.8553,9.0358,11.6705,9.0303,6.2302,9.0986
9.84,0.325,9.0901,5.839,9.086,6.8899,9.0421,9.8521,9.0909,11.5071,9.0364,6.135,9.0964
9.85,0.3428,9.1218,5.8565,8.9907,6.9217,9.0753,9.9779,9.0922,11.5689,9.0497,6.1773,9.1317
9.86,0.5527,9.0523,5.8017,9.0803,6.8054,9.0112,9.8313,9.0432,11.6232,9.116,6.1633,9.054
9.87,0.2604,9.0287,5.671,9.0542,6.761,9.0548,9.9481,9.0671,11.628,9.0849,5.9752,8.9995
9.88,0.4124,9.0776,5.779,9.0238,6.8704,9.1194,9.7921,9.0296,11.4199,9.004,6.0956,9.0565
9.89,0.3778,9.0577,5.7587,9.0718,6.7101,9.0402,9.706,9.0512,11.3951,9.0224,6.062,8.9961
9.9,0.3724,9.1075,5.799,9.1197,6.9514,9.1413,9.8795,9.1296,11.5147,9.1253,6.16,9.1163
9.91,0.4826,9.0417,5.7619,9.0283,6.9084,9.0277,9.6862,9.0479,11.5492,9.0605,6.2365,9.0367
9.92,0.3005,9.0084,5.7082,9.0169,6.7612,9.0268,9.8297,9.0671,11.5383,9.1398,6.0335,9.0087
9.93,0.4068,9.0851,5.818,9.0488,6.9549,9.0933,9.6867,9.0339,11.4628,9.0464,6.1341,9.0306
9.94,0.4512,9.0605,5.8246,9.0253,6.868,9.0997,9.7022,9.0427,11.311,9.0533,6.0752,9.0629
9.95,0.3895,9.1175,5.8006,9.0323,6.8878,9.0436,9.895,9.1091,11.4705,9.0976,6.1722,9.0871
9.96,0.4946,9.0598,5.7682,9.0682,6.9357,9.0459,9.7471,8.9885,11.3816,9.0534,6.2502,9.0805
9.97,0.2991,9.0119,5.6877,9.0774,6.634,8.9883,9.7315,9.0777,11.4695,9.0894,6.0596,9.0477
9.98,0.2923,9.0931,5.8259,9.1042,6.9178,9.1124,9.6875,9.0893,11.4027,9.0573,6.0923,9.1084
9.99,0.422,9.0605,5.818,9.0618,6.7872,9.0611,9.5519,9.0678,11.2866,9.0053,6.1256,9.0558
10,0.3975,9.0893,5.867,9.1383,6.8984,9.0958,9.695,9.1071,11.336,9.0795,6.1842,9.119
10.01,0.5124,9.061,5.8553,9.0464,6.8813,9.0824,9.5556,9.0492,11.2249,9.0637,6.2292,9.1218
10.02,0.304,8.968,5.6636,9.0251,6.8209,9.0159,9.696,9.0447,11.4062,9.0851,6.1668,9.028
10.03,0.4,9.0479,5.7865,9.0719,6.9073,9.0629,9.675,9.0112,11.3361,9.1338,6.1389,9.0428
10.04,0.349,9.0778,5.7345,8.9991,6.7247,9.0707,9.5541,9.0453,11.0316,9.0375,6.0256,9.0418
10.05,0.3394,9.0868,5.8387,8.995,6.8875,9.0364,9.5865,9.111,11.165,9.0205,6.0555,9.0794
10.06,0.4994,9.0376,5.8009,9.0761,6.9493,9.0993,9.675,9.0491,11.2083,9.0533,6.2803,9.0967
10.07,0.3806,9.0238,5.669,9.0203,6.7877,9.043,9.627,9.0851,11.2067,9.0543,6.184,9.029
10.08,0.2912,9.1098,5.8356,9.0285,6.9451,9.0778,9.4341,9.0436,11.2299,9.0719,6.1642,9.0851
10.09,0.3504,9.0447,5.7394,9.1077,6.746,9.0271,9.3451,8.995,11.1253,9.0255,6.1028,9.0463
10.1,0.3862,9.1308,5.794,9.0932,6.7469,9.081,9.4895,9.099,11.0463,9.0726,6.0688,9.1198
10.11,0.4588,9.0667,5.824,9.0652,6.9705,9.1303,9.4098,9.0845,11.0794,9.0296,6.2076,9.1339
10.12,0.3809,8.9985,5.7037,9.1218,6.8167,9.0593,9.647,9.0881,11.1261,9.0955,6.0643,8.9912
10.13,0.4095,9.0663,5.7862,9.1092,6.868,9.0611,9.5674,9.0623,11.2291,9.1236,6.16,9.0727
10.14,0.3269,9.0451,5.7635,9.0706,6.7532,8.9606,9.389,9.0081,11.018,9.0389,6.0928,9.0171
10.15,0.4359,9.0769,5.8205,9.0489,6.7635,9.0659,9.5575,9.098,10.9432,9.0564,6.0147,9.0494
10.16,0.5043,9.0621,5.818,9.0798,6.9077,9.1139,9.504,9.039,11.043,9.0193,6.1855,9.0837
10.17,0.3052,9.0138,5.628,9.0312,6.721,9.0537,9.5722,9.0576,10.9458,9.1277,6.135,9.0661
10.18,0.422,9.0604,5.8037,9.0015,6.8277,9.055,9.6444,9.0662,11.1363,9.1316,6.1863,9.1162
10.19,0.4076,9.058,5.794,9.0825,6.7832,9.0647,9.4237,9.0171,10.9946,9.0962,6.1316,9.0311
10.2,0.4378,9.0879,5.867,9.0324,6.6508,9.0267,9.5284,9.0628,10.9984,9.0616,6.062,9.0021
10.21,0.4826,9.0637,5.7468,9.0402,6.8431,9.0971,9.3903,9.0357,10.9413,9.034,6.1643,9.091
10.22,0.3277,8.9421,5.6299,9.0961,6.795,9.0052,9.4754,9.1449,10.8943,9.0506,6.1519,9.1157
10.23,0.386,9.0583,5.8098,9.0726,6.868,9.1096,9.5583,9.0286,11.0603,9.0993,6.2022,9.0862
10.24,0.3905,9.0645,5.7043,9.0304,6.8461,9.0079,9.3721,8.9991,10.9198,9.0279,6.1093,9.024
10.25,0.4357,9.0499,5.827,9.069,6.647,9.0112,9.5221,9.0505,10.9606,9.0601,6.0116,9.0105
10.26,0.5582,9.0514,5.8489,9.0938,6.795,9.0746,9.4797,9.0239,10.9191,9.0306,5.9768,9.0758
10.27,0.3283,8.9815,5.6436,9.0825,6.8142,9.0447,9.4487,9.095,10.7412,9.1125,6.1061,9.0802
10.28,0.4178,9.0851,5.794,9.0113,6.8645,9.1218,9.5071,9.0988,10.9598,9.1366,6.153,9.092
10.29,0.3427,9.0893,5.7513,9.0702,6.843,9.0112,9.3868,9.0757,10.8636,9.0238,6.0782,9.061
10.3,0.431,9.065,5.772,8.9939,6.6505,9.0029,9.4131,9.0663,10.9008,9.0513,6.0058,8.9709
10.31,0.4931,9.0577,5.7968,9.0211,6.8059,9.086,9.3657,9.024,10.8337,9.0263,6.0624,9.0788
10.32,0.4009,9.0071,5.6737,9.0754,6.6863,9.04,9.3935,9.0859,10.7464,9.0694,6.093,9.0533
10.33,0.403,9.0517,5.818,9.0423,6.7855,9.0785,9.5374,9.1098,10.872,9.1319,6.1428,9.0807
10.34,0.3181,9.044,5.696,9.0358,6.892,9.0805,9.3456,9.0421,10.8217,9.0719,6.1398,9.0222
10.35,0.4001,9.1076,5.8442,9.0576,6.7632,9.0254,9.3375,9.0912,10.847,9.0862,6.0281,8.9748
10.36,0.439,9.0565,5.814,9.0909,6.819,9.0625,9.3651,9.0112,10.798,9.0837,6.1319,9.0742
10.37,0.3417,8.946,5.6248,9.0654,6.722,9.0712,9.3372,9.0692,10.6773,9.0498,6.0432,9.0218
10.38,0.3557,9.0718,5.8354,9.0908,6.7089,9.0449,9.4909,9.1015,10.7299,9.116,6.159,9.1324
10.39,0.404,9.0605,5.7765,9.0968,6.8721,9.1143,9.285,9.0441,10.8302,9.0517,6.2353,9.0897
10.4,0.3967,9.1078,5.7953,9.0461,6.7292,8.9946,9.3776,9.065,10.8006,9.1062,6.042,9.0358
10.41,0.4924,9.0702,5.7904,9.0534,6.8352,9.0536,9.2581,9.0235,10.673,9.0797,6.1105,9.1008
10.42,0.395,8.9996,5.5521,9.0858,6.7388,9.0289,9.2303,9.0353,10.6891,9.0116,6.0079,9.0441
10.43,0.2811,9.0626,5.7682,8.9994,6.5616,9.0593,9.4407,9.0896,10.8064,9.1191,6.1217,9.1052
10.44,0.374,9.0489,5.8173,9.0183,6.8084,9.1218,9.3132,9.0362,10.7405,9.082,6.184,9.0546
10.45,0.4215,9.1205,5.6507,9.0661,6.8311,9.059,9.3764,9.0663,10.7481,9.0856,6.0644,9.0322
10.46,0.3264,9.0116,5.7944,9.0685,6.703,9.0741,9.2045,9.02,10.6942,9.0479,6.1017,9.0765
10.47,0.3972,8.9871,5.5986,9.0427,6.7434,9.0248,9.2094,9.0358,10.5345,8.9982,6.0455,9.032
10.48,0.3741,9.1217,5.6961,9.0822,6.6407,9.0207,9.4173,9.1356,10.7071,9.1098,6.0728,9.1039
10.49,0.374,9.0725,5.7446,9.143,6.8647,9.1007,9.236,9.0294,10.658,9.0696,6.1639,9.163
10.5,0.3484,9.1212,5.7934,9.0645,6.7298,9.0479,9.2635,9.1098,10.7008,9.1098,5.8825,9.0325
10.51,0.5667,9.0733,5.8697,9.0748,6.8107,9.1018,9.242,9.0159,10.6825,9.0718,6.0616,9.0847
10.52,0.3472,9.0124,5.6254,9.1102,6.8279,9.053,9.1531,9.0427,10.5731,9.0007,6.0634,9.0126
10.53,0.4734,9.0491,5.8125,9.0354,6.5461,9.0122,9.321,9.0791,10.6968,9.0996,6.0065,9.0677
10.54,0.349,9.0591,5.7219,9.0112,6.8401,9.0625,9.2403,9.0517,10.5916,9.0055,6.2229,9.1339
10.55,0.4655,9.1213,5.794,9.0758,6.8273,9.0605,9.2877,9.107,10.6776,9.0732,5.9858,9.0358
10.56,0.4935,9.0643,5.7741,8.9951,6.8083,9.0866,9.236,9.0124,10.7291,9.0548,6.0794,9.0648
10.57,0.3505,8.9916,5.5966,8.9737,6.7717,9.105,9.1144,8.9879,10.4955,9.0425,6.0726,9.0463
10.58,0.5105,9.0246,5.7466,9.0715,6.6051,9.0249,9.33,9.1319,10.5767,9.1086,6.0009,9.0481
10.59,0.3215,9.0112,5.7235,9.0554,6.7954,9.0647,9.3231,9.0461,10.5364,9.0268,6.159,9.1181
10.6,0.3682,9.0982,5.8141,9.0479,6.7267,9.046,9.1923,9.0394,10.6207,9.1086,6.0783,9.0721
10.61,0.545,9.0747,5.869,9.1474,6.7021,9.0752,9.2563,9.0555,10.725,9.0914,6.088,9.103
10.62,0.2209,9.0036,5.6319,9.1353,6.8412,9.122,9.1395,9.0155,10.52,9.0451,6.0772,9.0137
10.63,0.4004,9.1049,5.6518,9.0248,6.77,9.0462,9.192,9.1068,10.5133,9.0358,5.9493,8.9795
10.64,0.2545,9.1115,5.7175,9.0779,6.7766,9.0314,9.2618,9.0722,10.5842,9.0479,6.1174,9.1098
10.65,0.3657,9.107,5.818,9.0726,6.6893,9.0415,9.2643,9.0851,10.555,9.0484,6.134,9.0376
10.66,0.5018,9.0663,5.8536,8.998,6.6598,9.0297,9.2512,9.0533,10.6269,9.1109,6.1157,9.064
10.67,0.3341,9.0097,5.7384,8.9802,6.8279,9.1294,8.9833,8.9947,10.4675,9.0368,6.1077,9.0216
10.68,0.3754,9.067,5.818,9.1218,6.7158,9.051,9.2084,9.0851,10.5161,9.1042,5.9581,9.0028
10.69,0.3035,9.0554,5.7347,9.0439,6.7609,9.0944,9.1576,8.9966,10.3988,9.0578,6.16,9.0593
