Time (s),F59 (N),L59 (mm),F60 (N),L60 (mm),F61 (N),L61 (mm),F63 (N),L63 (mm),F65 (N),L65 (mm),F66 (N),L66 (mm)
12.11,0.3825,0.018,5.6814,9.1233,6.2474,9.0481,8.007,9.022,8.7758,9.0515,5.9002,9.0726
12.12,0.3653,-0.022,5.431,9.0423,6.5,9.1256,8.1881,9.0881,8.9826,9.1026,5.8229,8.9899
12.13,0.4204,0.0131,5.4786,9.1072,6.2832,9.0474,8.1833,9.0733,8.7432,9.0112,5.7415,9.0536
12.14,0.3333,-0.0358,5.403,9.0102,6.3678,9.0586,8.1324,9.0527,8.7722,9.0359,6.026,9.1062
12.15,0.2977,-0.0014,5.3378,9.0753,6.2784,9.0112,8.1446,9.0521,8.8231,9.0605,5.9718,9.0566
12.16,0.3918,0.016,5.5385,9.1003,6.2817,9.0357,8.0435,8.9901,8.8341,9.0882,5.9132,9.0838
12.17,0.328,-0.0054,5.382,9.0252,6.4465,9.1296,8.1813,9.0823,9.0622,9.1098,5.8775,9.0743
12.18,0.3634,0.0089,5.476,9.0424,6.306,9.0521,8.1195,9.0515,8.7593,9.0327,5.761,9.003
12.19,0.2374,-0.0249,5.3864,9.0238,6.3974,9.0818,8.1649,9.0958,8.7685,9.0726,5.9345,9.0972
12.2,0.258,-0.0148,5.4968,9.0878,6.355,9.0476,8.259,9.0735,8.8316,9.0576,5.9219,9.0127
12.21,0.3543,0.0244,5.574,9.1143,6.1169,9.0086,8.0591,8.957,8.6754,9.0694,6.0114,9.0851
12.22,0.3161,-0.0265,5.379,9.0238,6.403,9.129,8.0986,9.051,8.9196,9.1249,6.0152,9.0435
12.23,0.3097,0.0179,5.457,9.0726,6.3516,9.0657,8.1545,9.0551,8.8,8.9945,5.8275,9.0137
12.24,0.2414,-0.0201,5.4216,9.016,6.3953,9.0684,8.0818,9.078,8.7993,9.0597,5.8817,9.0567
12.25,0.1723,-0.0232,5.4062,9.0559,6.3179,9.0507,8.2663,9.1038,8.7994,9.0345,5.8961,9.0626
12.26,0.3916,0.0514,5.5162,9.0895,6.2375,9.0112,8.118,9.02,8.65,9.0435,5.9277,9.091
12.27,0.365,-0.0045,5.4446,9.0238,6.428,9.0424,8.0168,9.0006,8.9273,9.1086,6.0284,9.0404
12.28,0.3395,-0.0101,5.4777,9.0734,6.355,9.1192,8.0209,9.0391,8.8679,9.0427,5.8685,9.0412
12.29,0.2351,-0.0695,5.4187,9.0159,6.4451,9.1098,8.0878,9.0755,8.7917,9.0704,5.964,9.069
12.3,0.2354,-0.0242,5.3628,9.0934,6.389,9.0867,8.2165,9.1339,8.845,9.0665,5.9192,9.0479
12.31,0.4872,0.0531,5.5735,9.1259,6.1705,9.0017,8.1663,9.0479,8.65,8.9841,5.8651,9.0344
12.32,0.3028,0.0043,5.5017,9.0479,6.355,9.0568,8.0801,9.1014,8.8365,9.1083,6.087,9.1321
12.33,0.3506,0.0206,5.5019,9.0766,6.3331,9.0512,8.1176,9.0335,8.8591,9.0452,5.8665,9.0605
12.34,0.3024,-0.0415,5.4121,9.0275,6.4306,9.1084,8.056,9.0378,8.8605,9.0605,5.9104,9.0479
12.35,0.1807,-0.0295,5.5037,9.0839,6.4806,9.0926,8.0031,9.1288,8.9156,9.0362,5.9045,9.0793
12.36,0.4171,0.0333,5.6085,9.1183,6.2238,8.9811,8.1699,9.0412,8.6631,8.976,5.8986,9.0306
12.37,0.3349,-0.0369,5.4549,9.0795,6.2679,9.0851,8.1055,9.0841,8.8098,9.0822,5.898,9.1179
12.38,0.3947,0.0054,5.4622,9.0432,6.2895,9.0577,8.1492,9.0725,8.796,9.0328,5.8508,9.0469
12.39,0.2626,-0.0369,5.399,9.0426,6.3413,9.1149,8.0062,9.0358,8.7785,9.069,5.8755,9.0401
12.4,0.2173,-0.0294,5.3233,9.0703,6.477,9.1421,8.1171,9.0963,8.8703,9.068,5.8185,9.0241
12.41,0.4788,0.0095,5.5675,9.0754,6.3075,9.0484,8.162,9.0479,8.6542,9.0063,5.7985,9.0444
12.42,0.2699,0.0029,5.4463,9.0296,6.3766,9.0504,8.1074,9.0732,8.7869,9.0957,6.0424,9.1342
12.43,0.306,0.0278,5.4458,9.0877,6.373,9.0358,8.2084,9.0718,8.8349,9.0585,5.8196,9.0726
12.44,0.3805,-0.0249,5.3284,8.9733,6.2671,9.063,8.0875,9.0109,8.8266,9.1042,5.9743,9.0756
12.45,0.1952,-0.0444,5.41,9.0868,6.38,9.1181,8.077,9.0492,8.9336,9.1159,5.9416,9.0296
12.46,0.4015,0.0109,5.6306,9.0987,6.2708,9.0501,8.0783,9.0579,8.7719,9.0478,5.757,9.0283
12.47,0.2867,-0.0097,5.4002,9.0838,6.4159,9.042,8.1077,9.139,8.7524,9.0874,5.9841,9.1072
12.48,0.3053,0.0318,5.4502,9.0605,6.3164,9.0511,8.211,9.1082,8.6771,9.0704,5.989,9.0685
12.49,0.3199,-0.0202,5.466,9.0262,6.1925,9.0727,7.8953,9.0479,8.7826,9.0834,5.7123,9.0957
12.5,0.2463,-0.0369,5.3885,9.0726,6.38,9.1245,8.0675,9.0918,8.879,9.1235,5.9695,9.0254
12.51,0.4259,0.0514,5.5343,9.1265,6.3827,9.0259,8.0783,9.0585,8.7619,9.0524,5.7764,9.0531
12.52,0.3446,0.0499,5.5179,9.0479,6.3745,9.0782,8.0226,9.0726,8.7416,9.0864,5.9339,9.0511
12.53,0.3696,-0.0067,5.5035,9.0501,6.3073,9.0114,8.2321,9.1394,8.8124,9.0599,5.9223,9.0717
12.54,0.3042,0.004,5.3216,9.0563,6.1922,8.9916,8.0982,9.0406,8.7293,9.085,5.8441,9.0726
12.55,0.199,-0.023,5.4756,9.0685,6.3827,9.1356,8.101,9.1197,8.9825,9.1368,6.059,9.0833
12.56,0.3679,0.0888,5.574,9.1066,6.2763,9.0281,8.0653,9.0713,8.7005,9.0374,5.7945,9.0228
12.57,0.4599,-0.0105,5.4448,9.0267,6.3927,9.0832,7.9989,9.0004,8.7975,9.0486,6.0408,9.0807
12.58,0.4014,0.0209,5.427,9.0833,6.3295,9.0311,8.1068,9.1005,8.7351,9.0403,5.9268,9.0493
12.59,0.2662,-0.0736,5.343,9.0056,6.186,9.0307,8.1579,9.0528,8.7071,9.0278,5.9886,9.085
12.6,0.2581,0.0014,5.4364,9.1218,6.4211,9.1002,8.113,9.0608,8.8898,9.1416,6.062,9.0398
12.61,0.3205,0.0347,5.5856,9.1251,6.355,9.047,8.1369,9.0438,8.7776,9.0436,5.8719,9.0091
12.62,0.3408,-0.0016,5.4465,9.0238,6.3899,9.0744,7.9958,9.0312,8.7721,9.0605,5.8725,9.1197
12.63,0.3877,0.011,5.4296,9.0799,6.3092,9.0403,8.064,9.0882,8.7913,9.0261,5.8706,9.0408
12.64,0.3202,-0.0369,5.4054,9.0124,6.2392,9.0143,8.0622,9.1053,8.6285,9.0227,5.836,9.0909
12.65,0.2564,-0.0434,5.3857,9.0437,6.4292,9.0537,8.0933,9.0825,8.823,9.0958,6.0198,9.1157
12.66,0.3394,0.0223,5.5312,9.1277,6.3076,9.0487,8.1563,9.0695,8.772,9.0789,5.794,9.0283
12.67,0.3231,-0.0151,5.4463,9.046,6.3928,9.0902,8.0137,8.9927,8.7013,9.0475,5.9816,9.0579
12.68,0.3301,0.014,5.513,9.0709,6.3788,9.0406,7.9969,9.0572,8.751,9.0306,5.8248,9.0365
12.69,0.4112,-0.0056,5.5188,9.0253,6.2041,8.958,8.143,9.0326,8.5507,9.0509,5.8013,9.1055
12.7,0.189,-0.0327,5.3146,9.0733,6.3866,9.0726,8.1296,9.0408,8.6984,9.0757,6.087,9.1199
12.71,0.3752,0.0382,5.5046,9.1423,6.2925,9.079,8.2092,9.1111,8.748,9.0808,5.8131,9.0605
12.72,0.3219,-0.0133,5.4499,9.0353,6.404,9.086,8.0442,8.9995,8.7658,9.0765,5.94,9.0583
12.73,0.398,0.0823,5.4734,9.0492,6.3938,9.0896,7.9941,9.0556,8.8108,9.0415,5.9042,9.0539
12.74,0.3706,-0.0355,5.427,9.0355,6.2994,9.0197,8.0948,9.0371,8.641,8.9866,5.7475,9.0583
12.75,0.3475,-0.0356,5.2382,9.0851,6.1953,9.0756,8.113,9.0605,8.748,9.0584,5.8868,9.1339
12.76,0.326,0.0489,5.598,9.1818,6.3961,9.0257,8.2311,9.117,8.7812,9.0581,5.8807,9.0605
12.77,0.3476,-0.0002,5.3793,9.1092,6.3329,9.1169,8.113,9.0307,8.8586,9.0715,5.86,9.1153
12.78,0.276,0.0611,5.427,9.0726,6.477,9.0479,8.04,9.0358,8.894,9.0972,5.867,9.0479
12.79,0.3,0.0244,5.452,9.0605,6.477,9.1585,8.04,9.0726,8.894,9.1339,6.038,9.0605
