Time (s),F59 (N),L59 (mm),F60 (N),L60 (mm),F61 (N),L61 (mm),F63 (N),L63 (mm),F65 (N),L65 (mm),F66 (N),L66 (mm)
4.4,21.38,-0.0014,23.2061,9.0701,26.0332,9.066,27.5683,9.0696,27.9891,9.0403,6.3503,9.0548
4.41,21.321,-0.0262,23.1387,9.1137,25.8916,9.0853,27.5927,9.0807,28.1781,9.1529,6.2993,9.0396
4.42,21.3797,0.0554,23.2569,9.077,25.9765,9.1013,27.545,9.0353,28.1215,9.0828,6.4946,9.1468
4.43,21.446,0.037,23.2652,9.0787,26.0389,9.1008,27.4956,9.0557,28.157,9.0892,6.3244,9.0768
4.44,21.3024,-0.014,23.1649,9.0319,25.9111,9.0524,27.7074,9.1195,28.0293,9.0665,6.3053,9.073
4.45,21.3872,0.021,23.1313,9.0938,25.838,9.1098,27.5982,9.0909,27.9108,9.0188,6.2875,9.0322
4.46,21.1883,0.0051,23.3053,9.0497,25.8857,9.0605,27.571,9.0671,28.111,9.1457,6.2483,9.0471
4.47,21.4152,0.0169,23.3119,9.1218,25.9198,9.1227,27.6011,9.0323,28.0582,9.096,6.4701,9.1672
4.48,21.492,0.0331,23.2445,9.1406,25.9234,9.0843,27.4,9.0296,28.1018,9.1098,6.4378,9.0652
4.49,21.4227,-0.0208,23.1396,9.0113,25.9723,9.0634,27.5748,9.1566,28.1241,9.0767,6.4036,9.0665
4.5,21.3252,0.0244,23.1888,9.0711,25.7854,9.1012,27.5891,9.0719,27.9263,8.9943,6.3701,9.0753
4.51,21.2917,-0.0212,23.2652,9.0964,25.7596,9.009,27.5268,9.0751,27.995,9.1102,6.167,9.017
4.52,21.3163,0.0519,23.2158,9.1005,25.8403,9.116,27.539,9.0646,28.047,9.0542,6.3836,9.0863
4.53,21.5508,0.0489,23.3026,9.0948,25.9565,9.1218,27.373,9.0178,28.0788,9.1019,6.355,9.0644
4.54,21.345,-0.0492,23.1619,9.0287,25.8205,9.0474,27.4,9.1196,28.1357,9.1111,6.3809,9.1098
4.55,21.2397,0.0024,23.0407,9.1289,25.8553,9.0548,27.455,9.0266,27.9438,9.0638,6.4055,9.0775
4.56,21.3677,-0.0316,23.25,9.0647,25.9159,9.0504,27.5137,9.1112,27.989,9.0756,6.1773,9.0358
4.57,21.4212,0.0232,23.2282,9.1312,25.7378,9.0691,27.6212,9.0747,27.962,9.0726,6.3444,9.0853
4.58,21.541,0.0235,23.2233,9.0935,25.8843,9.133,27.424,9.0297,28.0303,9.094,6.333,9.0946
4.59,21.3757,-0.0311,23.2067,9.0223,25.8653,9.061,27.4833,9.1024,28.1244,9.1117,6.4173,9.1302
4.6,21.3631,-0.0309,23.25,9.0876,25.88,9.0897,27.4552,9.0618,27.7852,9.0483,6.4198,9.1005
4.61,21.3267,-0.0798,23.17,9.0696,25.7553,9.0479,27.2944,9.1145,27.9934,9.0914,6.2716,9.0324
4.62,21.1616,0.0422,23.3093,9.0972,25.799,9.0359,27.4557,9.1323,27.902,9.0804,6.355,9.07
4.63,21.4736,0.0407,23.264,9.0767,25.7421,9.1038,27.4416,9.0321,27.9187,9.0947,6.2354,9.0848
4.64,21.3077,-0.0157,23.1411,9.0271,25.7185,9.0905,27.4487,9.0485,28.132,9.1649,6.3711,9.1218
4.65,21.3414,0.0033,23.1657,9.0692,25.862,9.1059,27.3663,9.0464,27.944,9.0851,6.4678,9.092
4.66,21.2439,-0.0424,23.1239,9.071,25.771,9.0508,27.351,9.0779,27.9483,9.0839,6.2963,9.0835
4.67,21.3903,0.0274,23.2766,9.1285,25.6482,9.022,27.4876,9.117,27.8434,9.0479,6.296,9.0409
4.68,21.5284,0.0565,23.3398,9.0998,25.7866,9.0993,27.3021,9.0737,27.8389,9.0479,6.2941,9.0727
4.69,21.296,-0.052,23.2161,9.0255,25.862,9.0671,27.3838,9.0437,27.9789,9.1292,6.2868,9.0948
4.7,21.3786,0.0496,23.2346,9.0857,25.7674,9.0272,27.4354,9.0192,27.8577,9.0206,6.4562,9.1395
4.71,21.2883,-0.0172,23.2108,9.0558,25.8133,9.0484,27.0436,9.0382,27.9999,9.0726,6.2886,9.0516
4.72,21.2638,0.037,23.3559,9.0932,25.6647,9.0347,27.4687,9.1318,27.9035,9.0773,6.3895,9.0735
4.73,21.467,0.0287,23.3636,9.0767,25.6711,9.1155,27.4544,9.0934,27.7189,9.0552,6.3318,9.0362
4.74,21.3447,-0.0043,23.0948,9.0201,25.7337,9.0695,27.3289,9.0815,27.9478,9.0958,6.16,9.0625
4.75,21.2891,0.0244,23.1986,9.0511,25.8377,9.1302,27.3881,9.1035,27.864,9.113,6.3802,9.1346
4.76,21.3275,-0.009,23.2236,9.0726,25.8395,9.051,27.254,9.0503,27.901,9.0946,6.128,9.0651
4.77,21.248,0.0545,23.2786,9.1074,25.6172,9.0479,27.3237,9.096,27.9184,9.0376,6.2906,9.0771
4.78,21.3882,0.0336,23.2771,9.1174,25.789,9.0761,27.3248,9.083,27.7477,9.0829,6.3444,9.0535
4.79,21.382,-0.0399,23.1854,9.0497,25.5959,9.0769,27.3925,9.113,27.882,9.1698,6.16,9.0484
4.8,21.3604,0.0227,23.1667,9.101,25.8184,9.1423,27.3944,9.1098,27.8577,9.1034,6.4208,9.1182
4.81,21.3556,-0.0766,23.1818,9.0528,25.771,9.076,27.172,9.0108,27.8749,9.0933,6.3398,9.0559
4.82,21.3255,0.0467,23.3765,9.1364,25.7024,9.0029,27.3282,9.0793,27.8296,9.0552,6.3785,9.0726
4.83,21.4287,0.0419,23.3571,9.0903,25.7629,9.0726,27.2975,9.0703,27.7921,8.9947,6.3188,9.1077
4.84,21.321,-0.0369,23.1294,9.039,25.6392,9.0698,27.283,9.0883,27.8269,9.0851,6.0265,9.0287
4.85,21.3271,-0.026,23.2674,9.0737,25.8177,9.0979,27.4181,9.1309,27.815,9.0825,6.3479,9.1245
4.86,21.272,-0.0544,23.2705,9.0269,25.8353,9.0985,27.278,9.0836,27.8224,9.1172,6.2862,9.0825
4.87,21.3275,0.0475,23.25,9.0586,25.7275,9.0703,27.2577,9.0549,27.864,9.1071,6.3183,9.1277
4.88,21.4296,0.0532,23.3984,9.0851,25.7282,9.0632,27.278,9.0866,27.7053,9.0464,6.3605,9.0661
4.89,21.345,-0.0123,23.2388,9.0457,25.5973,9.033,27.1767,9.0885,27.6911,9.1101,6.1953,9.0364
4.9,21.3052,0.0212,23.1301,9.0851,25.807,9.1085,27.302,9.1572,27.8407,9.0588,6.3145,9.0572
4.91,21.2757,-0.0067,23.2102,9.0491,25.7825,9.1032,27.2121,9.0699,27.8194,9.1058,6.3293,9.0605
4.92,21.3613,0.0139,23.3878,9.0957,25.642,9.0899,27.302,9.0746,27.8346,9.0429,6.2829,9.1089
4.93,21.419,0.0611,23.372,9.0954,25.6474,9.0245,27.1805,9.0737,27.7272,9.0322,6.2779,9.115
4.94,21.3213,-0.0184,23.1487,9.054,25.5857,9.0375,27.1154,9.0548,27.8178,9.0781,6.2573,9.0449
4.95,21.3332,0.0002,23.348,9.1159,25.6711,9.1451,27.3691,9.1462,27.6913,9.0743,6.2743,9.1167
4.96,21.3447,-0.0305,23.2013,9.0726,25.691,9.1579,27.1898,9.0822,27.8088,9.1159,6.232,9.0726
4.97,21.3449,0.0182,23.2858,9.1159,25.6859,9.0567,27.2884,9.0972,27.9196,9.1296,6.2289,9.1132
4.98,21.3583,0.0731,23.3247,9.1098,25.6112,9.0772,27.3266,9.0644,27.6244,9.0726,6.3624,9.1585
4.99,21.321,-0.0251,23.2041,9.0363,25.582,9.0238,27.083,8.9914,27.7823,9.0501,6.2276,9.055
5,21.2487,-0.024,23.2715,9.1161,25.6084,9.0962,27.2276,9.1022,27.5235,9.0725,6.257,9.0726
5.01,21.296,-0.0295,23.2351,9.0594,25.7226,9.1026,27.2089,9.1049,27.6151,9.0976,6.2093,9.0361
5.02,21.2816,-0.0123,23.3076,9.1105,25.6429,9.0541,27.2434,9.0939,27.8693,9.1859,6.2707,9.1075
5.03,21.4299,0.0557,23.3248,9.0774,25.6824,9.0922,27.3096,9.0813,27.693,9.0867,6.4136,9.161
5.04,21.3072,-0.0194,23.225,9.0032,25.6178,9.0275,27.1201,9.0233,27.7021,9.0651,6.1916,9.0755
5.05,21.3919,-0.0055,23.2875,9.0444,25.4469,9.0085,27.1742,9.0908,27.6415,9.0217,6.286,9.0997
5.06,21.3172,-0.0386,23.2114,9.0657,25.7118,9.1098,27.1482,9.0748,27.6133,9.0692,6.2834,9.0417
5.07,21.254,0.0384,23.2109,9.157,25.6376,9.1031,27.2733,9.0937,27.8079,9.1465,6.1387,9.0591
5.08,21.429,0.0428,23.4005,9.1064,25.6178,9.0731,27.4479,9.1239,27.7003,9.0611,6.3993,9.1374
5.09,21.296,-0.0326,23.1619,9.0429,25.6267,9.0384,27.1341,9.0348,27.6894,9.1024,6.1193,9.0625
5.1,21.2918,-0.0217,23.2049,9.0999,25.545,9.0321,27.1879,9.0557,27.6412,9.1063,6.3091,9.1059
5.11,21.2625,-0.047,23.2445,9.0605,25.5952,9.0822,27.18,9.0493,27.4748,9.0353,6.1892,9.0726
5.12,21.2773,0.017,23.2594,9.0851,25.5417,9.0682,27.0735,9.1047,27.7138,9.1153,6.0347,9.0532
5.13,21.3398,0.0529,23.3098,9.0831,25.6863,9.0846,27.2912,9.1207,27.6876,9.0878,6.3544,9.1215
5.14,21.336,-0.0186,23.1461,9.0496,25.618,9.0662,27.1247,9.054,27.6853,9.0722,6.3374,9.0648
5.15,21.321,-0.0014,23.2519,9.0509,25.5279,9.0101,27.1078,9.085,27.6214,9.0553,6.331,9.0858
5.16,21.2167,-0.0483,23.25,9.0682,25.6359,9.1128,27.1276,9.0726,27.535,9.0174,6.3025,9.0866
5.17,21.2508,0.0631,23.2933,9.0885,25.5898,9.0692,26.954,9.0433,27.644,9.095,6.135,9.0149
5.18,21.4357,0.0202,23.4436,9.1372,25.667,9.1072,27.1275,9.1145,27.595,9.0642,6.2357,9.0807
5.19,21.1268,-0.0206,23.152,9.0601,25.6879,9.0464,27.083,9.0879,27.742,9.1308,6.3254,9.0633
5.2,21.3696,-0.0083,23.298,9.0686,25.5179,9.0369,27.1726,9.0737,27.6382,9.0344,6.3054,9.085
5.21,21.255,-0.0168,23.2409,9.0726,25.5699,9.0735,27.0097,9.0338,27.4525,9,6.3838,9.0959
5.22,21.24,0.0241,23.2563,9.1012,25.5574,9.0807,26.8668,9.012,27.6389,9.0735,6.15,8.9774
5.23,21.3928,0.0419,23.4068,9.1218,25.662,9.0948,27.205,9.1218,27.595,9.0399,6.2647,9.0472
5.24,21.311,-0.0235,23.1953,9.0379,25.5863,9.0719,27.0769,9.0665,27.6668,9.0882,6.2596,9.1014
5.25,21.2888,0.0035,23.3084,9.0567,25.5062,9.037,27.0767,9.0774,27.7748,9.1022,6.1556,9.0972
5.26,21.2507,-0.0334,23.2046,9.0726,25.593,9.0673,27.2184,9.0672,27.571,9.0345,6.346,9.1143
5.27,21.3447,0.0157,23.3259,9.0796,25.4585,9.0791,26.9109,9.0202,27.5686,9.0888,6.2066,9.009
5.28,21.4158,0.0422,23.3381,9.1237,25.593,9.0824,27.0341,9.0926,27.5552,9.0714,6.209,9.054
5.29,21.2523,-0.0222,23.2235,9.0291,25.6685,9.1101,27.1294,9.0851,27.5797,9.1373,6.1407,9.0176
5.3,21.3571,-0.0123,23.3238,9.0791,25.5084,9.03,27.1002,9.1089,27.7018,9.1251,6.2319,9.0839
5.31,21.2782,-0.028,23.2323,9.0668,25.471,9.0726,27.1852,9.098,27.449,9.0305,6.3475,9.1529
5.32,21.2964,-0.046,23.1766,9.082,25.4978,9.0367,26.9291,9.0288,27.5708,9.0971,6.2635,9.0822
5.33,21.3581,0.0522,23.4273,9.0569,25.5447,9.1337,27.2054,9.0734,27.5436,9.0517,6.2217,9.0682
5.34,21.2548,-0.0369,23.2269,9.033,25.5429,9.1423,26.9908,9.0591,27.5317,9.0851,6.1081,9.0538
5.35,21.2269,-0.0123,23.2685,9.0985,25.5529,9.081,27.0209,9.0875,27.7278,9.1517,6.1946,9.0844
5.36,21.2745,-0.0437,23.2088,9.0632,25.4892,9.0605,27.2239,9.1413,27.5164,9.0605,6.3473,9.1136
5.37,21.293,0.0025,23.2395,9.1218,25.3753,9.0153,26.9874,9.0722,27.6081,9.0722,6.2037,9.0479
5.38,21.3885,0.061,23.3467,9.1021,25.4995,9.0751,26.961,9.0914,27.5186,9.0605,6.3658,9.0753
5.39,21.2814,-0.0346,23.1912,9.0506,25.5077,9.1092,27.0414,9.0529,27.3598,9.0811,6.1842,9.0359
5.4,21.3069,-0.0028,23.323,9.0922,25.5096,9.0479,26.9062,9.0452,27.6068,9.1339,5.9615,9.0467
5.41,21.2081,-0.0301,23.2055,9.0128,25.496,9.088,27.0803,9.1339,27.5148,9.0605,6.2908,9.1311
5.42,21.1915,-0.0057,23.1424,9.1174,25.5359,9.0338,27.0933,9.057,27.5657,9.0612,6.2255,9.0634
5.43,21.52,0.0961,23.3677,9.1234,25.4664,9.055,27.034,9.1343,27.4049,9.0489,6.2469,9.0927
5.44,21.1862,-0.0228,23.2539,9.0317,25.5716,9.0972,26.8869,9.0726,27.473,9.0752,6.2959,9.0431
5.45,21.3219,-0.0143,23.2289,9.114,25.5443,9.0726,26.8804,9.0441,27.5571,9.1213,6.135,9.0661
5.46,21.2552,-0.0351,23.2434,9.0312,25.4785,9.0978,27.0979,9.1331,27.554,9.0599,6.2957,9.1013
5.47,21.328,0.0033,23.2676,9.1151,25.3932,9.0479,26.9009,9.0407,27.5443,9.0954,6.2292,9.0585
5.48,21.345,0.0687,23.313,9.1151,25.3929,9.0501,27.0608,9.0694,27.5238,9.042,6.2807,9.072
5.49,21.2258,-0.0171,23.2885,9.1059,25.4887,9.1358,27.076,9.0733,27.2591,9.0431,6.2583,9.043
5.5,21.315,-0.0078,23.283,9.0741,25.4041,9.0542,26.8097,8.9998,27.5441,9.0999,6.0574,8.9842
5.51,21.2451,-0.0355,23.25,9.0522,25.569,9.086,27.01,9.1465,27.6184,9.0701,6.209,9.0735
5.52,21.1873,-0.0015,23.3283,9.1058,25.4631,9.0072,27.0114,9.0479,27.5626,9.0865,6.2241,9.1082
5.53,21.4289,0.0561,23.5231,9.1035,25.3,9.0274,26.9044,9.0841,27.4224,9.0843,6.233,9.0851
5.54,21.2434,-0.0249,23.1941,8.9889,25.5423,9.0776,27.0336,9.1033,27.351,8.9457,6.3244,9.0961
5.55,21.3188,0.0009,23.274,9.1196,25.2764,9.0533,26.8997,8.9925,27.4449,9.1057,6.1293,9.0198
5.56,21.3332,-0.0239,23.2759,9.005,25.5585,9.0851,27.0083,9.0554,27.424,9.0754,6.1396,9.08
5.57,21.1403,0.0424,23.2286,9.1098,25.4633,9.0238,26.912,9.0585,27.5346,9.0779,6.194,9.037
5.58,21.4365,0.0236,23.4352,9.1169,25.3042,9.036,27.0128,9.0924,27.5852,9.0782,6.3055,9.097
5.59,21.0857,0.0094,23.2937,8.9881,25.4589,9.0924,27.1712,9.1354,27.333,9.0245,6.331,9.1231
5.6,21.2243,0.0037,23.2766,9.0726,25.4295,9.0785,26.9023,9.0358,27.4844,9.0851,6.2279,9.0349
5.61,21.199,-0.0457,23.201,9.0721,25.5323,9.149,26.9605,9.0726,27.3825,9.0659,6.2073,9.0519
5.62,21.1971,0.0365,23.3932,9.1093,25.4551,9.0521,26.912,9.0609,27.473,9.0545,6.209,9.0712
5.63,21.4167,0.0603,23.3952,9.121,25.3032,9.0215,26.7518,9.0844,27.6195,9.0841,6.209,9.0841
5.64,21.2468,-0.0375,23.271,9.0596,25.496,9.0419,27.1317,9.1156,27.4243,9.0243,6.2707,9.1362
5.65,21.2956,0.0123,23.298,9.1328,25.4609,9.0532,26.9526,9.1014,27.3612,9.0812,6.16,9.0536
5.66,21.2,-0.0483,23.2253,9.0244,25.5119,9.1055,26.8881,9.072,27.2725,9.0702,6.2293,9.0294
5.67,21.2232,0.0244,23.2014,9.0481,25.6102,9.1308,27.0501,9.0317,27.4277,9.0815,6.2808,9.0496
5.68,21.3699,0.0735,23.3958,9.1098,25.3479,9.0458,26.7922,9.0495,27.4616,9.1286,6.0841,9.0697
5.69,21.1761,-0.0002,23.3947,9.048,25.3538,9.0774,26.9396,9.1457,27.436,9.0476,6.2531,9.1158
5.7,21.1526,0.0005,23.2263,9.0612,25.4212,9.0366,26.9611,9.0726,27.5148,9.0851,6.1665,9.0506
5.71,21.2002,-0.049,23.25,9.0473,25.4423,9.1171,26.9879,9.055,27.3103,9.007,6.0804,9.0664
5.72,21.2665,-0.0033,23.3897,9.0847,25.457,9.0993,26.8936,9.0479,27.3943,9.0444,6.269,9.054
5.73,21.3671,0.037,23.3912,9.088,25.398,9.0507,26.7413,8.9996,27.62,9.1675,6.0837,9.0655
5.74,21.2196,-0.0002,23.1565,9.0949,25.3907,9.0593,26.9299,9.0636,27.3485,9.0441,6.3458,9.1472
5.75,21.321,-0.0117,23.2993,9.0611,25.2815,9.0479,26.9232,9.0694,27.4,9.1329,6.1692,9.0801
5.76,21.1304,-0.0145,23.2024,9.0935,25.3868,9.0988,26.8774,9.1318,27.3892,9.0479,6.2282,9.1098
5.77,21.1434,0.0098,23.2707,9.0939,25.5799,9.1207,27.0242,9.0593,27.1993,9.0464,6.2572,9.0366
5.78,21.3414,0.0491,23.3942,9.0642,25.3558,9.0544,26.8008,9.0197,27.4568,9.1266,6.0214,9.04
5.79,21.2519,0.0018,23.18,9.0469,25.4141,9.0815,26.8917,9.1126,27.424,9.0582,6.3147,9.0824
5.8,21.2122,0.0134,23.2564,9.0851,25.3156,9.0289,26.8442,9.0623,27.3749,9.0725,6.2171,9.0687
5.81,21.0249,-0.0037,23.3604,9.0249,25.2855,9.0915,26.8827,9.0961,27.3222,9.0847,6.2433,9.0832
5.82,21.1964,0.0332,23.2665,9.118,25.4482,9.1308,26.996,9.0989,27.1999,9.0322,6.2343,9.099
5.83,21.3344,0.0491,23.3416,9.1124,25.3762,9.0605,26.8293,9.0303,27.449,9.137,6.0605,9.0079
5.84,21.199,-0.0163,23.2528,9.0344,25.3953,9.074,26.9365,9.0542,27.3297,9.0372,6.1903,9.085
5.85,21.296,0.0028,23.2161,9.062,25.2458,9.0261,26.8029,9.0669,27.3491,9.0965,6.0774,9.0954
5.86,21.1233,-0.0584,23.0509,9.0318,25.2869,9.0505,26.838,9.07,27.3851,9.0614,6.233,9.1329
5.87,21.1467,0.0302,23.2847,9.1049,25.3346,9.1336,26.961,9.1379,27.0668,9.0092,6.3325,9.0813
5.88,21.3524,0.0473,23.421,9.1321,25.3108,9.0605,26.8165,9.0479,27.4425,9.1161,6.1193,8.9949
5.89,21.2221,0.0104,23.2121,9.0795,25.4367,9.079,26.8232,9.0307,27.3826,9.056,6.2438,9.0836
5.9,21.2363,0.0147,23.2778,9.0746,25.2959,9.0163,26.8462,9.0238,27.3088,9.0947,6.1723,9.0605
5.91,21.2149,0.0021,23.2338,9.0419,25.1609,9.0844,26.72,9.0367,27.3907,9.0804,6.1737,9.0988
5.92,21.1374,-0.0469,23.3019,9.0907,25.3681,9.1062,26.9113,9.0874,27.3446,8.9946,6.331,9.1089
5.93,21.2632,0.0435,23.4427,9.1141,25.349,9.0706,26.8203,9.0726,27.3335,9.0891,6.1471,9.0689
5.94,21.2082,0.0077,23.1689,9.0479,25.42,9.1067,26.9239,9.0605,27.2418,9.0851,6.0227,9.0601
5.95,21.2325,0.0346,23.3423,9.0732,25.3975,9.0239,26.7664,9.0488,27.4631,9.0861,6.1818,9.0737
5.96,21.179,-0.0442,23.2005,9.0531,25.276,9.0238,26.765,9.0201,27.3516,9.0859,6.2073,9.1089
5.97,21.1736,-0.0199,23.2874,9.1186,25.325,9.102,26.814,9.1287,27.1879,9.0151,6.331,9.1325
5.98,21.3822,0.0851,23.3908,9.0832,25.2387,9.0664,26.8033,9.0746,27.3612,9.08,6.1818,9.0577
5.99,21.1881,-0.0327,23.1816,9.0385,25.3893,9.1089,26.8322,9.1058,27.2709,9.0408,6.1925,9.0642
6,21.2175,0.0527,23.347,9.0811,25.3392,9.0628,26.8484,9.0616,27.2547,9.0851,6.1401,9.0605
6.01,21.1931,-0.0578,23.2325,9.0387,25.1276,9.0182,26.6763,9.0031,27.498,9.1205,6.0224,9.0584
6.02,21.1752,-0.0091,23.2262,9.1009,25.349,9.0942,26.7922,9.0857,27.247,9.0358,6.2676,9.1624
6.03,21.2842,0.0737,23.3657,9.1433,25.2554,9.0726,26.8056,9.0752,27.2531,9.0648,6.2759,9.0574
6.04,21.2542,-0.0155,23.2614,9.0541,25.2933,9.1168,26.7956,9.0851,27.254,9.0697,6.1108,9.0902
6.05,21.1924,0.0123,23.2803,9.1242,25.3979,9.0702,26.9106,9.1369,27.2115,9.099,6.1128,9
6.06,21.0277,-0.0282,23.2169,9.0571,25.2617,9.0005,26.8035,9.0372,27.3772,9.0863,5.94,9.0445
6.07,21.15,0.0164,23.3267,9.0961,25.1603,9.1195,26.7324,9.0809,27.2104,9.0845,6.2174,9.1254
6.08,21.2722,0.1086,23.4102,9.1183,25.2675,9.0369,26.7362,9.0726,27.2949,9.0955,6.233,9.1029
6.09,21.2203,-0.0074,23.208,9.0409,25.3798,9.1159,26.7022,9.1361,27.261,9.0508,6.2029,9.1209
6.1,21.155,-0.0013,23.3302,9.0777,25.3789,9.0755,26.8478,9.1924,27.1478,9.0444,6.0249,9.066
6.11,21.1634,-0.0028,23.21,9.07,25.2932,9.0287,26.6995,9.0437,27.3728,9.1288,6.0577,9.026
6.12,21.1729,0.0052,23.2357,9.0911,25.349,9.1084,26.8313,9.0735,27.2167,9.0965,6.2499,9.1327
6.13,21.3648,0.0661,23.4293,9.0972,25.1918,9.0562,26.6562,9.0543,27.18,9.0754,6.1694,9.0878
6.14,21.2398,-0.0046,23.3061,9.0564,25.2634,9.0968,26.6424,9.0541,27.2852,9.0358,6.184,9.093
6.15,21.207,0.008,23.3064,9.0603,25.3991,9.1098,26.8609,9.1276,27.1261,9.0459,6.2344,9.0126
6.16,21.1269,-0.0328,23.1927,9.0642,25.1877,9.0451,26.7603,9.0467,27.2458,9.1656,6.0533,9.0068
6.17,21.0904,-0.0007,23.2158,9.0807,25.2944,9.0443,26.74,9.0615,27.3249,9.059,6.087,9.0822
6.18,21.3266,0.0568,23.3385,9.0884,25.238,8.9996,26.7738,9.1031,27.254,9.0764,6.1924,9.0688
6.19,21.1035,0.0123,23.2765,9.0515,25.1849,9.0989,26.6525,9.028,27.2134,9.0542,6.1763,9.1339
6.2,21.2782,-0.0259,23.3072,9.1007,25.3478,9.1102,26.716,9.132,27.1671,9.0145,6.2951,9.1195
6.21,21.165,-0.0324,23.2614,9.0388,25.2738,9.049,26.745,9.0329,27.3685,9.1524,6.1097,8.983
6.22,21.171,-0.0633,23.2404,9.0983,25.2918,9.083,26.676,9.1064,27.18,9.0424,6.1347,9.0756
6.23,21.3165,0.0564,23.3568,9.1388,25.209,9.0665,26.7423,9.0463,27.2317,9.0794,6.1143,9.0939
6.24,21.2035,-0.0002,23.2154,9.0456,25.1704,9.1137,26.6435,8.9993,27.258,9.063,6.1358,9.1207
6.25,21.218,0.0172,23.2938,9.0654,25.4121,9.1628,26.7374,9.041,27.009,9.0112,6.2182,9.1348
6.26,21.1058,-0.0197,23.1808,9.0257,25.2624,9.0604,26.6567,9.0782,27.2091,9.0832,6.16,9.038
6.27,21.1434,0.006,23.3003,9.1031,25.2311,9.0779,26.7591,9.0737,27.2606,9.0726,6.184,9.0605
6.28,21.2547,0.0596,23.3087,9.1201,25.1288,9.0194,26.8791,9.1066,27.2536,9.1085,6.1314,9.0479
6.29,21.0874,-0.0389,23.2952,9.0693,25.131,9.0675,26.6711,9.0028,27.2645,9.0918,6.038,9.079
6.3,21.2749,0.0023,23.2956,9.089,25.2495,9.104,26.6761,9.0543,27.0636,9.009,6.3405,9.1414
6.31,21.101,-0.0326,23.2281,9.0425,25.3828,9.0479,26.7168,9.0487,27.2219,9.0899,6.1566,9.1053
6.32,21.0569,-0.0132,23.2208,9.1207,25.2971,9.0729,26.6817,9.0825,27.0924,9.0332,6.0698,9.0782
6.33,21.3623,0.0358,23.3605,9.1332,25.161,9.0266,26.8392,9.1276,27.2419,9.0851,6.0948,9.0218
6.34,21.1271,0.0098,23.2352,9.0474,25.0983,8.995,26.7293,9.0312,27.3417,9.1412,6.0118,9.0467
6.35,21.238,0.0175,23.3237,9.0773,25.1806,9.1357,26.716,9.0663,27.083,9.0362,6.2107,9.1275
6.36,21.1264,-0.0596,23.25,9.0358,25.2176,9.0726,26.619,9.0485,27.205,9.0909,6.184,9.0726
6.37,21.0785,0.0003,23.2505,9.1216,25.2061,9.1144,26.6831,9.0607,27.1629,9.1132,6.209,9.081
6.38,21.2235,0.0429,23.3841,9.1093,25.2914,9.0462,26.746,9.1894,27.139,9.1195,6.209,9.033
6.39,21.1743,-0.0063,23.2742,9.0358,25.0695,9.0063,26.692,9.0647,27.3453,9.1121,6.0676,9.0222
6.4,21.223,0.0123,23.299,9.0487,25.3862,9.1065,26.7549,9.0752,27.2221,9.0566,6.2735,9.0978
6.41,21.0774,-0.0369,23.1872,9.0555,25.2466,9.0814,26.6195,9.0485,27.1001,9.0566,6.2147,9.0763
6.42,21.086,-0.0135,23.283,9.0596,25.1869,9.1192,26.5588,9.0358,27.0991,9.0198,6.1046,9.0851
6.43,21.2301,0.0375,23.3929,9.1465,25.2832,9.0871,26.7236,9.1406,27.1429,9.0851,6.2071,8.9745
6.44,21.1764,-0.0256,23.2813,9.0605,25.1248,9.0026,26.7353,9.11,27.215,9.1338,6.0209,8.9378
6.45,21.2032,-0.0057,23.2718,9.0963,25.2509,9.0726,26.5803,9.0739,27.1275,9.063,6.1736,9.1351
6.46,21.0954,-0.0577,23.1816,9.0292,25.1882,9.0371,26.6237,9.0366,27.1705,9.0331,6.1457,9.0779
6.47,21.0711,-0.0015,23.1601,9.0496,25.276,9.112,26.643,9.0238,27.083,9.0433,6.0822,9.1118
6.48,21.1892,0.011,23.3334,9.1358,25.2873,9.0736,26.6958,9.0764,27.0393,9.0851,6.2207,9.0729
6.49,21.174,-0.0195,23.3751,9.0479,25.0812,9.0722,26.6462,9.0878,27.1582,9.1585,6.0526,9.0285
6.5,21.272,0.0123,23.2128,9.0622,25.2168,9.0692,26.6491,9.0943,27.1502,9.0406,6.1319,9.1164
6.51,21.0379,-0.0073,23.1924,9.0028,25.105,9.0479,26.7513,9.0747,27.156,9.1,6.0199,9.0612
6.52,21.0576,-0.0123,23.2837,9.0827,25.1841,9.1086,26.5561,8.9936,27.135,9.0368,6.2053,9.0907
6.53,21.2081,0.0539,23.3425,9.1389,25.3,9.1219,26.6196,9.1217,26.9173,9.0269,6.2585,9.0877
6.54,21.0864,-0.0449,23.2792,9.0528,25.1476,9.0387,26.6888,9.0605,27.2112,9.1163,6.1077,9.0091
6.55,21.1444,0.0218,23.3378,9.0708,25.2071,9.083,26.6297,9.1299,27.1268,9.0896,6.1911,9.0785
6.56,21.1195,-0.0401,23.259,9.0022,25.2007,9.0829,26.878,9.139,27.1853,9.1141,6.1027,9.0766
6.57,21.0642,-0.0111,23.228,9.0477,25.2032,9.0851,26.6276,9.0438,27.1532,9.0637,6.1556,9.1153
6.58,21.2168,0.0377,23.3807,9.1218,25.2236,9.1227,26.5261,9.0942,26.9285,9.0258,6.2844,9.1194
6.59,21.103,0.0273,23.2881,9.0084,25.1956,9.0516,26.643,9.0304,27.1635,9.1135,6.0786,9.0437
6.6,21.1573,0.0326,23.2888,9.0598,25.1972,9.0747,26.55,9.0505,27.0576,9.0722,6.1408,9.0719
