Time (s),F43 (N),L43 (mm),F44 (N),L44 (mm),F45 (N),L45 (mm),F47 (N),L47 (mm),F49 (N),L49 (mm),F50 (N),L50 (mm)
2.13,21.0674,0.0123,23.2152,9.1317,21.9368,6.0402,21.7685,3.098,0.4069,-0.0461,21.8006,-0.0658
2.14,21.199,0.0228,23.1182,9.0679,22.1624,6.0962,21.712,3.0657,0.4334,0.0341,21.834,0.0123
2.15,21.174,-0.0373,23.2789,9.0949,22.1577,6.0932,21.8124,3.0156,0.422,-0.0002,21.8078,-0.005
2.16,21.267,0.0393,23.1521,9.0115,22.0166,6.0587,21.8574,3.0385,0.4688,0.037,21.7606,-0.0227
2.17,21.1845,-0.0081,22.9961,9.0211,22.0918,6.1027,21.7227,2.9954,0.564,0.0599,21.8942,0.0284
2.18,21.2032,0.0348,23.1758,9.1219,21.9856,5.944,21.7477,3.0351,0.4874,0.0118,21.8687,-0.012
2.19,21.3101,0.0254,23.079,9.0554,22.0104,6.0267,21.6389,2.9708,0.4342,0.0212,21.9334,-0.006
2.2,21.223,-0.0628,23.201,9.1266,22.0768,6.0643,21.7372,2.9986,0.4349,-0.0748,21.9552,0.0276
2.21,21.2796,-0.0002,23.2971,9.1459,22.1464,6.0601,21.736,3.0431,0.3928,-0.0376,21.834,-0.0514
2.22,21.2763,-0.0215,23.1818,9.043,22.178,6.0996,21.7892,3.036,0.5076,0.0264,21.913,0.0279
2.23,21.1873,-0.009,23.25,9.0972,22.1028,6.1122,21.8547,3.0567,0.448,-0.0187,21.858,-0.0141
2.24,21.272,0.037,23.1339,9.0367,22.1127,6.0244,21.8861,3.0542,0.415,0.0405,21.785,-0.0184
2.25,21.316,-0.0369,22.9947,9.003,22.1876,6.0832,21.7751,2.9723,0.6154,0.0074,22.029,0.0239
2.26,21.31,0.0244,23.2256,9.0244,22.004,6.0035,21.7124,3.0447,0.422,-0.0433,21.8046,-0.0002
2.27,21.4271,-0.0611,23.1595,9.0749,22.0649,5.9824,21.687,3.0047,0.4684,0.0083,22.0099,0.037
2.28,21.2511,-0.0466,23.2908,9.0995,22.1531,6.0682,21.7501,3.0372,0.447,-0.0123,22.0253,-0.0194
2.29,21.4116,0.0021,23.3908,9.1412,22.1342,6.0523,21.8884,3.0714,0.3796,-0.013,21.9865,-0.0011
2.3,21.3,-0.0427,23.2648,9.0379,22.2718,6.0978,21.8772,3.0251,0.5036,0.0593,22.3667,0.057
2.31,21.2494,0.0602,23.2984,9.0734,22.2315,6.0696,21.8507,3.0567,0.763,0.0172,22.346,-0.0002
2.32,21.4765,0.021,23.2964,9.0339,22.2111,6.027,22.004,3.0347,0.7957,0.0457,22.3937,0.0717
2.33,21.2488,-0.0121,23.1938,8.9722,22.2381,6.0739,21.7827,3.0079,0.7467,0.0622,22.7736,0.1228
2.34,21.296,0.037,23.331,9.0962,22.1686,5.9422,21.8468,3.0519,0.4724,0.0602,22.8115,0.118
2.35,21.4848,0.0113,23.3565,9.0404,22.114,6.0247,21.8148,2.974,0.5039,0.0994,23.0508,0.1932
2.36,21.1352,-0.0693,23.5863,9.0969,22.3207,6.0766,21.8346,3.025,0.5416,0.0983,23.2327,0.2136
2.37,21.3663,0.047,23.4243,9.1161,22.2097,6.0402,22.001,3.0794,0.4342,0.1431,23.4274,0.174
2.38,21.3688,-0.0106,23.4922,9.0458,22.2921,6.101,21.8759,3.0254,0.618,0.2627,23.5627,0.2859
2.39,21.3124,0.0034,23.396,9.0768,22.4128,6.0133,21.9955,3.0556,0.5749,0.2238,23.7878,0.2368
2.4,21.5343,0.0611,23.3263,8.9929,22.1961,6.0491,21.956,2.9812,0.6885,0.2702,23.8025,0.2532
2.41,21.443,-0.031,23.2538,8.9869,22.2689,6.0634,21.8531,2.9957,0.6567,0.3025,24.275,0.3684
2.42,21.4662,0.0244,23.445,9.0851,22.2327,6.0071,21.9073,3.0202,0.4375,0.3247,24.4111,0.3665
2.43,21.4795,-0.0123,23.4366,9.0386,22.1816,6.0467,21.8349,3.0117,0.5498,0.341,24.6679,0.4726
2.44,21.3871,-0.0665,23.3905,9.1041,22.331,6.0633,21.8175,3.031,0.5301,0.3486,24.9896,0.4797
2.45,21.4352,-0.0451,23.6003,9.1158,22.3086,6.0282,22.1425,3.0672,0.5453,0.3941,24.9389,0.4418
2.46,21.3716,-0.0123,23.3493,9.0498,22.4436,6.1125,21.9128,3.0217,0.618,0.4504,25.2638,0.5183
2.47,21.3854,0.029,23.4873,9.0619,22.3673,6.0665,21.98,3.0783,0.6476,0.5086,25.3938,0.5195
2.48,21.5035,0.0452,23.465,9.0768,22.2004,6.0243,22.0541,3.0447,0.6137,0.5749,25.3554,0.5063
2.49,21.3621,-0.0341,23.3547,9.0238,22.3694,6.077,21.8057,2.9954,0.6484,0.5609,25.6701,0.612
2.5,21.4697,0.0064,23.4717,9.0941,22.2155,6.0021,21.989,3.023,0.5881,0.5741,25.715,0.6009
2.51,21.4679,-0.1088,23.5662,9.1068,22.2318,6.0601,21.9083,3.0199,0.5076,0.6258,25.7946,0.6618
2.52,21.3306,-0.0371,23.5216,9.1234,22.3765,6.096,21.9357,3.0556,0.6053,0.6076,26.0746,0.701
2.53,21.5056,0.005,23.657,9.1158,22.322,6.025,21.9969,3.0794,0.5166,0.6384,25.984,0.6956
2.54,21.4559,-0.0369,23.4683,9.0429,22.346,6.0409,21.9983,3.0209,0.7266,0.7452,25.9455,0.7717
2.55,21.5133,0.0283,23.543,9.1074,22.3013,6.0524,22.0003,3.0191,0.5947,0.7127,26.033,0.7467
2.56,21.5172,0.0709,23.471,8.9673,22.2,6.0103,21.9264,3.0013,0.6739,0.7858,25.9512,0.7612
2.57,21.541,-0.0166,23.4584,9.024,22.3711,6.0749,21.9035,2.9937,0.6137,0.7897,26.033,0.8635
2.58,21.5227,0.0123,23.591,9.0992,22.2596,6.0018,21.9373,2.983,0.6151,0.7054,25.9925,0.8718
2.59,21.4366,-0.0204,23.4998,9.0545,22.3047,6.0655,21.9486,2.9921,0.642,0.8647,26.0329,0.9206
2.6,21.3822,-0.0374,23.6575,9.0929,22.4521,6.0973,21.9784,3.0681,0.6837,0.8826,25.978,0.9998
2.61,21.5385,0.0587,23.6225,9.1229,22.3411,6.0523,22.0573,3.0724,0.5105,0.9443,25.9052,0.9548
2.62,21.4391,-0.0229,23.4994,9.0441,22.4032,6.0756,21.9904,3.0349,0.6521,0.9641,26.106,1.023
2.63,21.5745,0.0409,23.5985,9.0225,22.4075,6.034,21.9849,3.0275,0.693,0.9719,25.9794,0.9756
2.64,21.687,0.0386,23.4873,9.0268,22.2889,5.9937,22.0186,3.0028,0.616,1.0561,25.7406,1.0241
2.65,21.4784,-0.0268,23.4534,9.0249,22.3884,6.0838,21.8577,3.0205,0.7338,1.0696,25.9876,1.125
2.66,21.5573,0.0018,23.6842,9.1086,22.2568,6.0198,22.0105,3.0308,0.6779,1.041,25.9305,1.1172
2.67,21.4473,-0.0434,23.6758,9.0469,22.3408,6.0041,21.98,3.02,0.7565,1.1092,25.9427,1.2146
2.68,21.3636,-0.0643,23.591,9.1583,22.5227,6.1069,22.0747,3.0736,0.7372,1.0925,26.0086,1.2755
2.69,21.5645,0.0007,23.6834,9.1065,22.3909,6.0402,22.1598,3.0851,0.6521,1.2022,25.9941,1.1906
2.7,21.5064,-0.0221,23.625,9.0395,22.3549,6.077,21.9339,3.0418,0.7778,1.2614,25.9772,1.2577
2.71,21.5368,0.0632,23.5683,9.0753,22.4007,6.0069,22.0207,3.0447,0.715,1.2112,26.0825,1.2669
2.72,21.7187,0.0875,23.6068,9.0447,22.2241,5.918,22.0237,2.9954,0.9039,1.311,25.9771,1.2489
2.73,21.5089,-0.0444,23.5251,9.0887,22.472,6.0895,21.7851,2.9912,0.7681,1.2547,26.083,1.3849
2.74,21.492,0.0123,23.6036,9.0941,22.4367,6.0325,22.0283,3.0448,0.6695,1.2572,26.057,1.347
2.75,21.5088,-0.0053,23.689,9.0605,22.3794,6.0997,21.961,3.0079,0.862,1.3751,26.024,1.4512
2.76,21.4625,-0.0337,23.7322,9.0866,22.566,6.077,22.0252,3.0638,0.7193,1.3795,26.1651,1.4978
2.77,21.5861,-0.0002,23.7645,9.0774,22.4618,6.0043,22.127,3.0901,0.8281,1.4187,26.1529,1.4732
2.78,21.5042,-0.031,23.591,8.99,22.5008,6.0815,21.9627,2.9937,0.984,1.4978,26.1594,1.5126
2.79,21.663,0.0357,23.7004,9.063,22.4648,6.0211,22.0795,3.054,0.7687,1.4755,26.2155,1.5514
2.8,21.6521,0.0196,23.5757,9.0278,22.3784,5.9814,21.9383,2.9973,0.9195,1.5215,26.0957,1.489
2.81,21.5577,-0.0372,23.7272,9.0566,22.493,6.089,21.9057,2.9566,0.8557,1.5292,26.2595,1.5759
2.82,21.6412,0.0696,23.7736,9.1048,22.4411,6.0447,22.0827,3.0461,0.7294,1.5067,26.179,1.6185
2.83,21.492,-0.056,23.6999,9.0834,22.418,6.0788,21.9276,3.0076,0.8641,1.5726,26.1887,1.6539
2.84,21.4283,-0.0273,23.7556,9.1037,22.4677,6.1095,22.1616,3.0693,0.8799,1.6205,26.423,1.8013
2.85,21.6026,0.0405,23.876,9.0934,22.4461,6.0402,22.2193,3.0917,0.9032,1.7222,26.3622,1.7126
2.86,21.5559,-0.0276,23.7787,9.0263,22.542,6.1034,21.985,3.0373,1.0346,1.7516,26.4645,1.7656
2.87,21.7342,0.0362,23.712,9.0467,22.3443,6.0259,22.0258,3.0567,0.9128,1.761,26.4215,1.7666
2.88,21.6676,0.059,23.6101,9.0333,22.376,5.9758,21.9571,2.9838,0.935,1.7896,26.301,1.7575
2.89,21.5685,0.0019,23.607,9.0513,22.5368,6.0574,21.9711,3.0356,0.8785,1.7721,26.51,1.8668
2.9,21.6096,-0.0183,23.86,9.142,22.3714,6.0162,22.0955,3.0267,0.8027,1.7991,26.4577,1.8629
2.91,21.5618,-0.0278,23.6721,9.1053,22.5025,6.0342,22.0364,2.9429,1.0239,1.8554,26.4297,1.884
2.92,21.589,-0.0211,23.8242,9.1272,22.6462,6.0898,22.0489,3.0192,0.96,1.8657,26.5467,1.9766
2.93,21.6549,0.0647,23.7809,9.0882,22.4271,6.0576,22.1428,3.0534,0.9392,1.9509,26.5193,2.0012
2.94,21.6204,-0.0068,23.6716,9.0213,22.6087,6.0591,22.0703,3.0118,1.0006,1.9766,26.6561,2.0554
2.95,21.5009,0.0379,23.7616,9.0516,22.4662,5.9714,22.1199,3.0079,1.0206,1.9557,26.6371,2.0022
2.96,21.7376,0.0558,23.6456,9.0451,22.3863,6.0248,22.0315,2.9885,0.942,2.0625,26.5853,2.0601
2.97,21.5768,-0.0663,23.7156,9.0608,22.4973,6.0244,21.9924,2.977,0.8827,2.0133,26.687,2.1041
2.98,21.638,-0.0037,23.7987,9.1248,22.4659,6.0391,22.113,3.0381,0.8648,2.0337,26.588,2.1144
2.99,21.5241,-0.0084,23.731,9.0623,22.5311,6.0649,22.0176,3.0113,0.9703,2.1366,26.4978,2.1846
3,21.5777,-0.0233,23.8763,9.0594,22.6924,6.1088,22.127,3.0567,1.0969,2.1405,26.7586,2.2361
3.01,21.7425,0.0457,23.862,9.1002,22.4386,6.0128,22.1539,3.037,0.9982,2.2187,26.7441,2.2484
3.02,21.6833,-0.004,23.662,9.0227,22.5464,6.0807,21.9238,2.9999,1.13,2.2522,26.8136,2.2593
3.03,21.7346,0.0273,23.8139,9.0444,22.401,5.9815,22.078,3.0428,0.984,2.2817,26.8208,2.287
3.04,21.6409,-0.0017,23.7201,9.041,22.4479,6.0145,21.9756,2.9861,1.0203,2.2437,26.7553,2.3143
3.05,21.5882,-0.0854,23.5535,9.0431,22.5372,6.0895,22.029,3.0217,1.08,2.2712,26.7985,2.3447
3.06,21.604,0.0074,23.8579,9.1369,22.4941,6.0523,22.127,3.0442,0.9812,2.2828,26.8109,2.3825
3.07,21.6433,-0.0175,23.7631,9.0118,22.5928,6.1128,22.0383,3.0028,1.0782,2.3832,26.8214,2.4005
3.08,21.6033,0.0101,23.86,9.0986,22.637,6.0878,22.127,3.0839,1.0541,2.3861,26.9356,2.4962
3.09,21.7888,0.0806,23.8783,9.0533,22.3847,6.0201,22.2321,3.0493,1.0297,2.4771,26.9333,2.4907
3.1,21.5192,-0.0129,23.7679,9.0162,22.517,6.0739,22.0928,2.9748,1.2153,2.4998,26.9141,2.5753
3.11,21.6275,0.0208,23.7825,9.0783,22.4847,6.019,22.0312,3.0326,1.1547,2.5039,27.0829,2.5777
3.12,21.699,-0.004,23.762,9.0362,22.3836,6.0092,21.9954,2.9945,1.2335,2.5314,27.083,2.5767
3.13,21.473,-0.0922,23.8411,9.0779,22.5837,6.0802,22.0044,3.0231,1.1252,2.4702,27.0223,2.6287
3.14,21.7121,-0.0064,23.8984,9.1183,22.4466,6.0659,22.151,3.0938,1.0611,2.5315,26.9835,2.6321
3.15,21.5964,0.0195,23.8867,9.035,22.5569,6.1016,22.0269,3.0152,1.1752,2.6664,26.8686,2.6243
3.16,21.6694,0.0158,23.8911,9.0863,22.5457,6.0581,22.2222,3.0558,1.155,2.6514,27.156,2.7228
3.17,21.7595,0.0113,23.896,9.0602,22.5303,6.0321,22.1819,3.0524,1.1762,2.6995,27.0986,2.7089
3.18,21.6173,-0.0695,23.821,9.0028,22.5589,6.0788,22.0216,2.9725,1.3637,2.8041,27.1915,2.8004
3.19,21.7094,0.0123,23.7862,9.0825,22.4307,6.0037,22.1115,3.0657,1.1911,2.7766,27.244,2.8091
3.2,21.7335,-0.0306,23.7818,9.0162,22.4272,6.0092,22.0051,3.0015,1.1359,2.7567,27.1076,2.811
3.21,21.6369,-0.0592,23.7571,9.0238,22.6131,6.077,22.0809,3.0168,1.1346,2.7981,27.229,2.9037
3.22,21.712,-0.043,24.006,9.1094,22.517,6.0107,22.2533,3.0774,1.138,2.8311,27.156,2.9169
3.23,21.5428,-0.0127,23.7751,9.0479,22.6,6.0257,22.1433,3.0159,1.277,2.8978,27.1516,2.8898
3.24,21.6533,0.0218,23.9137,9.0962,22.624,6.0861,22.1033,3.0453,1.3194,2.8885,27.2726,2.977
3.25,21.785,0.0344,23.9361,9.0387,22.4577,6.0123,22.2624,3.0225,1.3716,2.9601,27.3133,2.9902
3.26,21.6512,-0.0123,23.6856,8.9507,22.566,6.0392,21.9395,2.9812,1.4119,3.0446,27.2717,3.0462
3.27,21.7294,0.023,23.836,9.0601,22.4269,6.0035,22.2843,3.0485,1.3369,2.9692,27.5568,3.106
3.28,21.6849,0.0207,23.8532,9.0335,22.5122,6.041,22.4834,3.0126,1.329,3.0412,27.3272,3.0632
3.29,21.5172,-0.0657,23.839,9.1142,22.548,6.0954,22.6146,3.0567,1.3286,3.0053,27.3979,3.1537
3.3,21.651,-0.049,23.9758,9.1232,22.5667,6.0461,22.8106,3.0864,1.277,3.063,27.4193,3.1306
3.31,21.681,-0.0032,23.901,9.0605,22.615,6.1202,22.9216,3.1228,1.2898,3.1453,27.2165,3.1384
3.32,21.7225,0.0182,23.9703,9.103,22.6314,6.0827,23.225,3.2012,1.4756,3.1306,27.477,3.2305
3.33,21.7576,0.0321,23.8471,9.0468,22.4598,6.0085,23.3195,3.1937,1.368,3.2041,27.4912,3.2311
3.34,21.6595,-0.0469,23.7665,9.0221,22.5452,5.9959,23.4844,3.1684,1.4778,3.2461,27.5661,3.2881
3.35,21.6969,-0.0035,23.9018,9.0937,22.5061,6.009,23.7782,3.2772,1.3128,3.221,27.6141,3.3617
3.36,21.6463,-0.0232,23.8516,9.0395,22.4594,6.0479,23.9152,3.302,1.3913,3.3009,27.5736,3.3153
3.37,21.6004,-0.0529,23.9183,9.1091,22.5958,6.1184,24.1225,3.3432,1.3813,3.2897,27.6809,3.3822
3.38,21.6667,0.0161,24.053,9.1257,22.5208,6.0431,24.4329,3.3944,1.3274,3.3358,27.6319,3.3753
3.39,21.6571,-0.0021,23.8756,9.0358,22.6382,6.0771,24.566,3.3875,1.4897,3.4229,27.5801,3.4036
3.4,21.6814,0.0216,23.982,9.1028,22.5321,6.0427,24.7331,3.4413,1.472,3.4279,27.704,3.4943
3.41,21.9055,0.0379,23.8957,9.0402,22.5864,6.0282,25.1069,3.4104,1.5952,3.4374,27.6134,3.4774
3.42,21.624,-0.0222,23.7655,8.9921,22.5575,6.0627,25.0156,3.4139,1.6097,3.4877,27.7047,3.5655
3.43,21.7447,0.0175,23.9407,9.087,22.4715,5.995,25.4235,3.5294,1.4297,3.4868,27.8318,3.667
3.44,21.7828,-0.0402,23.8677,9.0731,22.6365,6.0439,25.4806,3.5176,1.522,3.5121,27.713,3.5847
3.45,21.4219,-0.0419,23.8562,9.0808,22.7364,6.1055,25.5867,3.5903,1.519,3.5449,27.7968,3.6461
3.46,21.7151,0.0019,24.0618,9.1419,22.59,6.0315,25.9266,3.651,1.4813,3.582,27.839,3.6449
3.47,21.6781,-0.0163,23.9449,9.0545,22.5772,6.077,25.84,3.6204,1.6438,3.624,27.689,3.6461
3.48,21.749,0.0337,23.9054,9.0796,22.6393,6.0159,25.9447,3.6935,1.6819,3.6587,27.9443,3.7446
3.49,21.882,0.0336,24.0142,9.0438,22.5037,5.9597,26.0562,3.6461,1.692,3.7072,27.8004,3.7519
3.5,21.6631,-0.0486,23.7802,9.0271,22.6323,6.0701,26.0382,3.6745,1.6962,3.7634,27.871,3.803
3.51,21.7336,0.0159,23.9029,9.0175,22.501,6.0074,26.0857,3.7964,1.6492,3.6984,28.0253,3.9062
3.52,21.6175,-0.0195,23.9664,9.0489,22.5102,6.0629,26.2279,3.7568,1.6808,3.7934,27.9524,3.8657
3.53,21.5388,-0.0372,24.0276,9.1106,22.7748,6.0962,26.2187,3.8395,1.5066,3.7848,28.0175,3.8655
3.54,21.7816,0.0114,23.982,9.122,22.6108,6.0792,26.35,3.8811,1.7151,3.8682,28.0336,3.8684
3.55,21.7204,-0.0047,23.9917,9.0513,22.6258,6.0798,26.2205,3.8489,1.765,3.91,27.9354,3.9106
3.56,21.8226,0.0244,23.9917,9.1005,22.635,6.0162,26.26,3.9179,1.7167,3.9041,28.0566,3.9691
3.57,21.6599,0.0181,23.9024,9.0499,22.4441,6.0401,26.2963,3.8794,1.7997,3.9654,28.0508,3.9371
3.58,21.6446,-0.02,23.8312,8.9449,22.6201,6.0508,26.1228,3.9371,1.8294,3.9551,28.1186,4.0567
3.59,21.6877,0.0121,24.0385,9.0402,22.542,6.0146,26.339,4.0113,1.757,3.9525,28.2375,4.1385
3.6,21.6971,-0.0468,23.9035,9.0786,22.5782,6.0176,26.2469,4.007,1.7571,4.0393,28.1893,4.1047
3.61,21.5562,-0.0171,23.9478,9.1013,22.6449,6.1163,26.2277,4.0924,1.7695,3.9945,28.1677,4.1482
3.62,21.8047,0.0402,24.0401,9.1711,22.517,6.041,26.4412,4.1597,1.7757,4.0881,28.2464,4.1631
3.63,21.6978,-0.0037,23.9119,9.0365,22.6472,6.0644,26.2134,4.1152,1.8619,4.1609,28.1565,4.1249
3.64,21.8738,0.0375,24.0069,9.106,22.573,6.0156,26.3519,4.1581,1.9291,4.1585,28.279,4.2425
3.65,21.7223,0.0244,23.9742,9.0294,22.4756,5.9998,26.1072,4.1639,1.8702,4.1936,28.3001,4.2322
3.66,21.6509,-0.0318,23.8496,9.0164,22.6027,6.0464,26.2657,4.1748,1.9137,4.2217,28.3042,4.3014
3.67,21.5434,0.0138,23.995,9.0503,22.5631,6.0171,26.3045,4.2686,1.8402,4.1828,28.4241,4.4233
3.68,21.6522,-0.0312,23.9593,9.0612,22.5398,6.0852,26.35,4.3029,1.936,4.2856,28.3807,4.3462
3.69,21.6989,-0.0189,23.9241,9.0675,22.6617,6.1095,26.35,4.3493,1.9239,4.2892,28.4718,4.4153
3.7,21.719,0.0312,24.0676,9.1372,22.59,6.0178,26.4695,4.3853,1.8695,4.3541,28.6632,4.4545
3.71,21.8104,-0.0002,24.006,9.0394,22.6847,6.0576,26.3708,4.3512,2.0418,4.4279,28.4204,4.4206
3.72,21.8141,0.0378,24.0197,9.0941,22.5814,6.0179,26.4766,4.4127,2.0046,4.4195,28.5236,4.4934
3.73,21.796,-0.0023,23.831,9.0244,22.3372,6.0035,26.4683,4.4263,2.1048,4.4855,28.523,4.5055
3.74,21.687,-0.049,23.8928,9.0186,22.5757,6.0964,26.3357,4.4393,2.0469,4.4511,28.3974,4.4842
3.75,21.6496,-0.006,23.982,9.1034,22.6146,6.0398,26.7633,4.5061,1.9598,4.4381,28.6283,4.6148
3.76,21.7144,-0.0156,23.9219,9.068,22.6117,6.0447,26.5061,4.5283,2.1157,4.5089,28.596,4.6072
3.77,21.588,0.0477,24.0417,9.1015,22.6823,6.1392,26.713,4.6416,2.034,4.5653,28.694,4.6844
3.78,21.8286,0.0562,24.1941,9.1081,22.5974,6.0175,26.786,4.6302,2.0621,4.5773,28.767,4.695
3.79,21.6666,-0.0005,23.8685,9.0401,22.6414,6.077,26.5429,4.5532,2.3379,4.7031,28.6923,4.6452
3.8,21.7689,0.0042,24.0071,9.0665,22.4912,6.0487,26.7396,4.6415,2.156,4.6502,28.743,4.733
3.81,21.8785,-0.0195,23.9694,9.0281,22.467,6.0456,26.4884,4.6735,2.2144,4.7195,28.693,4.7734
3.82,21.6509,-0.0601,23.8249,9.0464,22.6535,6.0552,26.6525,4.6755,2.2782,4.7022,28.7283,4.7536
3.83,21.736,0.008,24.105,9.0746,22.6372,6.0402,26.8352,4.7635,2.0033,4.7119,28.8556,4.9295
3.84,21.7297,-0.0272,23.9266,9.0479,22.569,6.0835,26.765,4.7579,2.2692,4.8171,28.8092,4.8529
3.85,21.6687,-0.02,23.9447,9.0844,22.8541,6.0863,26.887,4.8603,2.2336,4.7949,28.9601,4.9175
3.86,21.8321,0.0621,24.0918,9.1117,22.4991,5.9973,27.0162,4.8933,2.205,4.8792,28.987,4.9209
3.87,21.7048,0.004,23.9991,9.0479,22.5976,6.0736,26.8396,4.8536,2.4724,5.0057,28.9327,4.914
3.88,21.7083,0.0281,24.0541,9.0959,22.5892,6.0047,26.9378,4.9052,2.3358,4.9119,28.8928,5.0083
3.89,21.777,-0.003,23.9687,9.0001,22.5108,6.0265,26.846,4.9343,2.2166,4.9621,28.9627,4.9967
3.9,21.5735,-0.049,23.8473,9.0353,22.6438,6.1016,26.9538,4.9709,2.3461,4.9431,28.9247,5.0456
3.91,21.7695,-0.0236,23.9901,9.1278,22.6101,6.0354,27.0951,5.0553,2.2756,4.9788,29.1032,5.1131
3.92,21.6741,0.0226,23.9684,9.055,22.5962,6.1255,27.0361,5.0379,2.449,5.0695,29.109,5.1052
3.93,21.7272,0.0253,24.1017,9.1323,22.7578,6.1348,27.18,5.1438,2.3676,5.0456,29.1137,5.1603
3.94,21.8033,0.0491,24.1221,9.1078,22.5837,6.0023,27.1134,5.1051,2.4437,5.112,29.3242,5.2084
3.95,21.7353,0.0003,24.006,9.0245,22.6028,6.0802,27.1029,5.0979,2.5189,5.2269,29.2141,5.1407
3.96,21.809,-0.0293,24.0884,9.0994,22.5234,6.0173,27.205,5.2055,2.522,5.169,29.138,5.2758
3.97,21.7597,-0.0267,23.8598,9.041,22.4798,6.0499,27.088,5.1518,2.6318,5.2155,29.2359,5.2317
3.98,21.5871,-0.0648,23.766,9.0492,22.6619,6.067,27.2305,5.2308,2.618,5.2082,29.1837,5.2849
3.99,21.7674,-0.014,23.9942,9.1126,22.6307,6.0486,27.388,5.2868,2.5318,5.1904,29.339,5.3568
4,21.639,-0.0143,23.993,9.0549,22.712,6.0932,27.3453,5.2976,2.6343,5.3366,29.4977,5.3528
4.01,21.7295,0.0355,24.0612,9.1422,22.7062,6.0669,27.483,5.3584,2.681,5.316,29.4214,5.4437
4.02,21.8274,0.0244,24.0694,9.0726,22.5645,6.0025,27.4954,5.3495,2.6468,5.3934,29.5911,5.4664
4.03,21.7086,-0.0218,23.9552,9.0468,22.7015,6.0558,27.2667,5.3395,2.8434,5.4068,29.402,5.4646
4.04,21.7122,0.0059,24.0615,9.0819,22.5111,6.006,27.4238,5.4062,2.6299,5.4101,29.5031,5.5322
4.05,21.7997,-0.0478,23.9767,9.0046,22.486,6.0402,27.62,5.4086,2.7437,5.4738,29.4647,5.463
4.06,21.6199,-0.0369,23.9287,9.0302,22.737,6.0526,27.424,5.4689,2.7081,5.4491,29.452,5.5127
4.07,21.736,0.033,24.0616,9.1199,22.516,6.0523,27.583,5.5432,2.5848,5.4911,29.684,5.6084
4.08,21.8288,-0.0002,23.9829,9.1076,22.6732,6.087,27.6413,5.5234,2.864,5.5584,29.548,5.5932
4.09,21.6684,0.0377,23.9649,9.0687,22.7415,6.0539,27.7236,5.6016,2.8079,5.5585,29.6783,5.6964
4.1,21.7812,0.0435,24.113,9.0219,22.5039,6.0367,27.6368,5.6147,2.864,5.6224,29.8012,5.7516
4.11,21.692,-0.0341,24.0535,9.038,22.6196,6.0649,27.6041,5.5885,3.0455,5.707,29.6896,5.6925
4.12,21.8124,-0.0047,24.0107,9.0624,22.59,6.0282,27.8041,5.6977,2.8074,5.6454,29.7516,5.7743
4.13,21.7604,-0.0484,23.982,9.0115,22.5311,6.0738,27.7133,5.6746,2.962,5.6815,29.8036,5.717
4.14,21.663,-0.0322,24.0077,9.0337,22.6359,6.0969,27.7285,5.7804,2.8731,5.6615,29.7221,5.7553
4.15,21.7784,0.0151,24.0603,9.1084,22.6865,6.0283,28.01,5.7963,3.0094,5.7453,29.8667,5.8566
4.16,21.6559,-0.0168,23.9747,9.0503,22.6484,6.0758,27.864,5.7956,3.039,5.8195,29.8874,5.8661
4.17,21.802,0.0316,24.0178,9.1162,22.7263,6.0721,28.015,5.8416,3.0005,5.8094,29.9478,5.9377
4.18,21.9501,0.0491,24.1032,9.0846,22.5823,6.0203,28.0203,5.8217,3.0987,5.8809,30.061,5.9995
4.19,21.5969,-0.0123,23.9428,9.0232,22.6864,6.0649,27.8927,5.8404,3.134,5.9538,30.0553,5.9296
4.2,21.7054,0.009,24.055,9.0825,22.5816,5.9933,28.0735,5.9083,3.0594,5.8921,30.037,5.9795
4.21,21.7422,-0.0491,23.9918,9.0708,22.5246,6.0339,28.1542,5.9278,3.2087,5.9575,30.0827,6.0151
4.22,21.6377,-0.0623,23.8802,9.0486,22.7484,6.0994,28.0969,6.0079,3.1756,5.9213,29.9785,6.0046
4.23,21.7624,0.0158,23.91,9.1218,22.5787,5.9818,28.248,6.0554,3.092,6.0138,30.1569,6.0828
4.24,21.7636,-0.0212,24.031,9.0383,22.8837,6.0653,28.2371,6.0541,3.2925,6.1154,30.2542,6.0794
4.25,21.7592,0.033,24.0701,9.1437,23.1081,6.0526,28.1405,6.1148,3.254,6.1351,30.2605,6.1638
4.26,21.8803,0.0149,24.1678,9.0775,22.9654,6.0376,28.3225,6.1128,3.3754,6.1427,30.3996,6.2226
4.27,21.6985,-0.0256,24.0356,9.0185,23.3151,6.134,28.2447,6.0687,3.4614,6.1503,30.305,6.1694
4.28,21.7886,0.0067,24.055,9.0851,23.3335,6.1069,28.3423,6.1962,3.3942,6.1313,30.4083,6.2762
4.29,21.7177,-0.044,24.021,9.0112,23.6436,6.1997,28.3448,6.1581,3.45,6.167,30.3938,6.2427
4.3,21.5499,-0.0462,23.9917,9.0552,23.9654,6.2156,28.4628,6.2497,3.4616,6.2104,30.2409,6.2755
4.31,21.8082,0.0244,24.0359,9.0851,23.9953,6.1688,28.547,6.3074,3.3612,6.2284,30.4743,6.357
4.32,21.7503,0.0098,24.0353,9.0605,24.3452,6.3039,28.4302,6.2923,3.5058,6.3121,30.5488,6.3469
4.33,21.8142,0.0293,24.129,9.0117,24.4704,6.2856,28.5158,6.3592,3.6342,6.3103,30.6002,6.4214
