Time (s),F43 (N),L43 (mm),F44 (N),L44 (mm),F45 (N),L45 (mm),F47 (N),L47 (mm),F49 (N),L49 (mm),F50 (N),L50 (mm)
,,,,,,,,,,,2.351,4.8248
,,,,,,,,,,,2.351,4.7514
,,,,,,,,,,,2.4,4.8615
,,,,,,,,,,,2.498,4.8741
,,,,,,,,,,,2.424,4.8741
,,,,,,,,,,,2.278,4.8982
,,,,,,,,,,,2.327,4.8615
,,,,,,,,,,,2.351,4.8369
,,,,,,,,,,,2.327,4.8741
,,,,,,,,,,,2.4,4.8495
,,,,,,,,,,,2.18,4.8495
,,,,,,,,,,,2.278,4.8369
,,,,,,,,,,,2.229,4.7388
,,,,,,,,,,,2.351,4.8495
,,,,,,,,,,,2.4,4.8369
,,,,,,,,,,,2.278,4.9108
,,,,,,,,,,,2.522,4.8741
,,,,,,,,,,,2.376,4.8495
,,,,,,,,,,,2.424,4.8615
,,,,,,,,,,,2.498,4.9108
,,,,,,,,,,,2.473,4.9601
,,,,,,,,,,,2.351,4.9229
,,,,,,,,,,,2.473,4.9108
,,,,,,,,,,,2.18,4.8741
,,,,,,,,,,,2.351,4.9108
,,,,,,,,,,,2.473,4.9229
,,,,,,,,,,,2.351,4.9842
,,,,,,,,,,,2.302,4.8862
,,,,,,,,,,,2.229,4.8369
,,,,,,,,,,,2.4,4.8495
,,,,,,,,,,,2.449,4.8495
,,,,,,,,,,,2.498,4.9108
,,,,,,,,,,,2.473,4.9229
,,,,,,,,,,,2.424,4.9475
,,,,,,,,,,,2.449,4.9108
,,,,,,,,,,,2.498,4.9722
,,,,,,,,,,,2.595,4.9968
,,,,,,,,,,,2.717,4.9968
,,,,,,,,,,,2.498,4.9842
,,,,,,,,,,,2.4,4.9475
,,,,,,,,,,,2.424,4.9354
,,,,,,,,,,,2.351,4.9475
,,,,,,,,,,,2.424,4.9722
,,,,,,,,,,,2.327,4.9475
,,,,,,,,,,,2.327,4.9229
,,,,,,,,,,,2.278,4.8862
,,,,,,,,,,,2.473,4.9108
,,,,,,,,,,,2.498,4.9601
,,,,,,,,,,,2.546,4.9842
,,,,,,,,,,,2.473,4.9601
,,,,,,,,,,,2.473,4.9475
,,,,,,,,,,,2.522,4.9475
,,,,,,,,,,,2.595,5.0089
,,,,,,,,,,,2.571,5.0581
,,,,,,,,,,,2.546,5.0089
,,,,,,,,,,,2.498,5.0089
,,,,,,,,,,,2.473,5.0214
,,,,,,,,,,,2.449,5.0089
,,,,,,,,,,,2.4,5.0214
,,,,,,,,,,,2.473,5.0335
,,,,,,,,,,,2.449,4.9842
,,,,,,,,,,,2.327,5.0089
,,,,,,,,,,,2.449,4.9842
,,,,,,,,,,,2.424,5.0089
,,,,,,,,,,,2.546,4.9968
,,,,,,,,,,,2.62,4.9601
,,,,,,,,,,,2.473,5.0214
,,,,,,,,,,,2.449,4.9968
,,,,,,,,,,,2.595,5.0456
,,,,,,,,,,,2.644,5.0828
,,,,,,,,,,,2.644,5.1562
,,,,,,,,,,,2.669,5.0828
,,,,,,,,,,,2.595,5.0828
,,,,,,,,,,,2.498,5.0335
,,,,,,,,,,,2.546,5.1074
,,,,,,,,,,,2.546,5.0702
,,,,,,,,,,,2.522,5.0581
,,,,,,,,,,,2.351,5.0828
,,,,,,,,,,,2.278,5.0089
,,,,,,,,,,,2.449,5.0214
,,,,,,,,,,,2.449,5.0581
,,,,,,,,,,,2.546,5.0702
,,,,,,,,,,,2.571,5.0702
,,,,,,,,,,,2.473,5.0828
,,,,,,,,,,,2.449,5.0089
,,,,,,,,,,,2.546,5.0949
,,,,,,,,,,,2.693,5.1074
,,,,,,,,,,,2.669,5.1441
,,,,,,,,,,,2.571,5.1074
,,,,,,,,,,,2.522,5.1195
,,,,,,,,,,,2.546,5.1074
,,,,,,,,,,,2.644,5.1074
,,,,,,,,,,,2.571,5.1688
,,,,,,,,,,,2.327,5.1441
,,,,,,,,,,,2.4,5.0949
,,,,,,,,,,,2.376,5.0214
,,,,,,,,,,,2.498,5.0214
,,,,,,,,,,,2.571,5.1074
,,,,,,,,,,,2.571,5.1195
,,,,,,,,,,,2.571,5.1316
,,,,,,,,,,,2.498,5.1074
,,,,,,,,,,,2.522,5.0456
,,,,,,,,,,,2.669,5.1441
,,,,,,,,,,,2.717,5.2422
,,,,,,,,,,,2.62,5.2176
,,,,,,,,,,,2.595,5.1562
,,,,,,,,,,,2.571,5.1562
,,,,,,,,,,,2.62,5.1441
,,,,,,,,,,,2.473,5.1562
,,,,,,,,,,,2.669,5.2176
,,,,,,,,,,,2.473,5.2301
,,,,,,,,,,,2.473,5.1195
,,,,,,,,,,,2.424,5.1562
,,,,,,,,,,,2.546,5.1441
,,,,,,,,,,,2.498,5.2301
,,,,,,,,,,,2.595,5.1808
,,,,,,,,,,,2.498,5.2301
,,,,,,,,,,,2.546,5.1441
,,,,,,,,,,,2.62,5.1929
,,,,,,,,,,,2.571,5.2176
,,,,,,,,,,,2.742,5.2789
,,,,,,,,,,,2.595,5.2301
,,,,,,,,,,,2.595,5.2055
,,,,,,,,,,,2.595,5.2422
,,,,,,,,,,,2.644,5.2055
,,,,,,,,,,,2.644,5.2422
,,,,,,,,,,,2.644,5.2301
,,,,,,,,,,,2.498,5.2055
,,,,,,,,,,,2.498,5.1441
,,,,,,,,,,,2.595,5.1808
,,,,,,,,,,,2.62,5.2055
,,,,,,,,,,,2.644,5.2422
,,,,,,,,,,,2.644,5.2176
,,,,,,,,,,,2.62,5.2301
,,,,,,,,,,,2.595,5.1929
,,,,,,,,,,,2.693,5.2422
,,,,,,,,,,,2.864,5.2915
,,,,,,,,,,,2.839,5.3403
,,,,,,,,,,,2.717,5.2543
,,,,,,,,,,,2.62,5.2915
,,,,,,,,,,,2.693,5.2668
,,,,,,,,,,,2.717,5.2915
,,,,,,,,,,,2.669,5.2176
,,,,,,,,,,,2.644,5.3161
,,,,,,,,,,,2.473,5.2301
,,,,,,,,,,,2.546,5.1929
,,,,,,,,,,,2.644,5.2422
,,,,,,,,,,,2.644,5.2915
,,,,,,,,,,,2.644,5.3161
,,,,,,,,,,,2.693,5.3035
,,,,,,,,,,,2.644,5.2789
,,,,,,,,,,,2.693,5.2915
,,,,,,,,,,,2.742,5.3035
,,,,,,,,,,,2.888,5.3403
,,,,,,,,,,,2.864,5.4016
,,,,,,,,,,,2.791,5.3161
,,,,,,,,,,,2.693,5.3035
,,,,,,,,,,,2.742,5.3403
,,,,,,,,,,,2.669,5.3035
,,,,,,,,,,,2.669,5.3649
,,,,,,,,,,,2.449,5.2915
,,,,,,,,,,,2.571,5.2789
,,,,,,,,,,,2.571,5.2789
,,,,,,,,,,,2.669,5.3161
,,,,,,,,,,,2.669,5.3035
,,,,,,,,,,,2.791,5.3282
,,,,,,,,,,,2.693,5.3161
,,,,,,,,,,,2.693,5.3528
,,,,,,,,,,,2.717,5.3161
,,,,,,,,,,,2.839,5.3528
,,,,,,,,,,,2.937,5.4016
,,,,,,,,,,,2.815,5.4016
,,,,,,,,,,,2.717,5.4142
,,,,,,,,,,,2.498,5.3649
,,,,,,,,,,,2.742,5.3895
,,,,,,,,,,,2.839,5.3528
,,,,,,,,,,,2.791,5.4016
,,,,,,,,,,,2.644,5.3528
,,,,,,,,,,,2.595,5.2915
,,,,,,,,,,,2.742,5.3035
,,,,,,,,,,,2.864,5.3403
,,,,,,,,,,,2.791,5.3895
,,,,,,,,,,,2.742,5.4016
,,,,,,,,,,,2.791,5.3403
,,,,,,,,,,,2.693,5.3895
,,,,,,,,,,,2.815,5.3775
,,,,,,,,,,,2.864,5.4635
,,,,,,,,,,,2.913,5.4635
,,,,,,,,,,,2.791,5.4142
,,,,,,,,,,,2.742,5.4262
,,,,,,,,,,,2.693,5.4262
,,,,,,,,,,,2.888,5.4388
,,,,,,,,,,,2.571,5.4142
,,,,,,,,,,,2.791,5.4262
,,,,,,,,,,,2.522,5.3528
,,,,,,,,,,,2.693,5.3528
,,,,,,,,,,,2.742,5.4262
,,,,,,,,,,,2.864,5.4142
,,,,,,,,,,,2.815,5.4755
,,,,,,,,,,,2.839,5.4142
,,,,,,,,,,,2.766,5.4016
,,,,,,,,,,,2.888,5.4016
,,,,,,,,,,,2.937,5.4509
,,,,,,,,,,,2.962,5.5002
,,,,,,,,,,,2.864,5.5122
,,,,,,,,,,,2.888,5.4016
,,,,,,,,,,,2.839,5.4509
,,,,,,,,,,,2.815,5.4016
,,,,,,,,,,,2.839,5.4635
,,,,,,,,,,,2.839,5.4388
,,,,,,,,,,,2.742,5.4509
,,,,,,,,,,,2.644,5.3528
,,,,,,,,,,,2.693,5.3895
,,,,,,,,,,,2.742,5.3895
,,,,,,,,,,,2.839,5.4509
,,,,,,,,,,,2.791,5.4142
,,,,,,,,,,,2.864,5.4635
,,,,,,,,,,,2.742,5.4635
,,,,,,,,,,,2.937,5.4755
,,,,,,,,,,,2.913,5.5122
,,,,,,,,,,,2.986,5.6103
,,,,,,,,,,,2.888,5.5862
,,,,,,,,,,,2.937,5.5002
,,,,,,,,,,,2.913,5.4755
,,,,,,,,,,,2.888,5.4876
,,,,,,,,,,,2.791,5.5122
,,,,,,,,,,,2.864,5.5489
,,,,,,,,,,,2.669,5.4262
,,,,,,,,,,,2.742,5.4509
,,,,,,,,,,,2.742,5.4509
,,,,,,,,,,,2.864,5.5122
,,,,,,,,,,,2.913,5.5122
,,,,,,,,,,,2.839,5.5248
,,,,,,,,,,,2.791,5.5248
,,,,,,,,,,,2.888,5.4876
,,,,,,,,,,,2.913,5.5615
,,,,,,,,,,,3.035,5.6103
,,,,,,,,,,,2.986,5.6229
,,,,,,,,,,,2.937,5.6349
,,,,,,,,,,,2.815,5.6103
,,,,,,,,,,,2.839,5.5489
,,,,,,,,,,,2.839,5.5862
,,,,,,,,,,,2.986,5.5736
,,,,,,,,,,,2.815,5.5862
,,,,,,,,,,,2.815,5.5489
,,,,,,,,,,,2.693,5.4876
,,,,,,,,,,,2.888,5.5122
,,,,,,,,,,,2.815,5.5982
,,,,,,,,,,,2.937,5.5862
,,,,,,,,,,,2.913,5.5736
,,,,,,,,,,,2.986,5.5489
,,,,,,,,,,,2.962,5.5489
,,,,,,,,,,,3.084,5.6475
,,,,,,,,,,,3.108,5.6721
,,,,,,,,,,,3.01,5.6349
,,,,,,,,,,,3.132,5.6229
,,,,,,,,,,,2.913,5.6229
,,,,,,,,,,,2.962,5.5862
,,,,,,,,,,,2.986,5.6229
,,,,,,,,,,,3.01,5.6349
,,,,,,,,,,,2.864,5.6229
,,,,,,,,,,,2.742,5.5862
,,,,,,,,,,,2.913,5.6229
,,,,,,,,,,,2.693,5.5862
,,,,,,,,,,,2.839,5.6103
,,,,,,,,,,,2.962,5.6229
,,,,,,,,,,,2.962,5.6103
,,,,,,,,,,,2.913,5.5489
,,,,,,,,,,,3.084,5.5982
,,,,,,,,,,,3.132,5.7209
,,,,,,,,,,,3.157,5.7948
,,,,,,,,,,,2.864,5.7456
,,,,,,,,,,,3.01,5.6596
,,,,,,,,,,,3.035,5.6596
,,,,,,,,,,,3.01,5.7089
,,,,,,,,,,,3.084,5.6721
,,,,,,,,,,,2.986,5.6349
,,,,,,,,,,,2.962,5.6349
,,,,,,,,,,,2.839,5.5369
,,,,,,,,,,,2.986,5.6103
,,,,,,,,,,,2.962,5.6349
,,,,,,,,,,,3.059,5.6596
,,,,,,,,,,,3.01,5.6596
,,,,,,,,,,,3.01,5.6721
,,,,,,,,,,,2.986,5.6475
,,,,,,,,,,,3.108,5.6963
,,,,,,,,,,,3.181,5.7209
,,,,,,,,,,,3.084,5.7823
,,,,,,,,,,,3.059,5.7089
,,,,,,,,,,,2.962,5.6475
,,,,,,,,,,,3.035,5.6963
,,,,,,,,,,,2.962,5.6475
,,,,,,,,,,,3.035,5.7335
,,,,,,,,,,,2.888,5.6596
,,,,,,,,,,,2.888,5.6721
,,,,,,,,,,,2.864,5.5736
,,,,,,,,,,,3.035,5.6721
,,,,,,,,,,,3.059,5.7335
,,,,,,,,,,,3.035,5.7089
,,,,,,,,,,,3.181,5.7209
,,,,,,,,,,,3.084,5.7335
,,,,,,,,,,,3.084,5.6963
,,,,,,,,,,,3.23,5.8069
,,,,,,,,,,,3.23,5.7948
,,,,,,,,,,,3.23,5.7948
,,,,,,,,,,,3.108,5.8195
,,,,,,,,,,,3.035,5.7456
,,,,,,,,,,,3.084,5.7576
,,,,,,,,,,,3.108,5.7823
,,,,,,,,,,,3.084,5.8069
,,,,,,,,,,,3.084,5.7335
,,,,,,,,,,,2.913,5.7335
,,,,,,,,,,,2.962,5.6596
,,,,,,,,,,,2.962,5.7456
,,,,,,,,,,,3.084,5.7335
,,,,,,,,,,,2.937,5.7823
,,,,,,,,,,,3.084,5.7823
,,,,,,,,,,,3.01,5.6963
,,,,,,,,,,,3.23,5.7702
,,,,,,,,,,,3.23,5.8316
,,,,,,,,,,,3.23,5.8808
,,,,,,,,,,,2.962,5.8316
,,,,,,,,,,,3.132,5.8436
,,,,,,,,,,,3.059,5.7576
,,,,,,,,,,,3.132,5.8069
,,,,,,,,,,,3.181,5.8069
,,,,,,,,,,,3.059,5.8808
,,,,,,,,,,,2.986,5.7948
,,,,,,,,,,,2.937,5.7576
,,,,,,,,,,,3.157,5.7335
,,,,,,,,,,,3.084,5.8316
,,,,,,,,,,,3.084,5.8316
,,,,,,,,,,,3.132,5.8195
,,,,,,,,,,,3.132,5.7948
,,,,,,,,,,,3.059,5.8436
,,,,,,,,,,,3.157,5.8436
,,,,,,,,,,,3.254,5.8929
,,,,,,,,,,,3.254,5.8808
,,,,,,,,,,,3.254,5.8562
,,,,,,,,,,,3.108,5.8808
,,,,,,,,,,,3.108,5.8562
,,,,,,,,,,,3.157,5.8683
,,,,,,,,,,,3.132,5.9296
,,,,,,,,,,,3.084,5.8808
,,,,,,,,,,,3.059,5.8316
,,,,,,,,,,,2.986,5.8069
,,,,,,,,,,,3.132,5.8436
,,,,,,,,,,,3.132,5.8562
,,,,,,,,,,,3.157,5.8808
,,,,,,,,,,,3.181,5.8808
,,,,,,,,,,,3.035,5.8683
,,,,,,,,,,,3.279,5.8316
,,,,,,,,,,,3.23,5.9175
,,,,,,,,,,,3.303,5.9789
,,,,,,,,,,,3.181,5.8929
,,,,,,,,,,,3.254,5.9296
,,,,,,,,,,,3.084,5.9789
,,,,,,,,,,,3.206,5.9175
,,,,,,,,,,,3.181,5.9789
,,,,,,,,,,,3.254,5.9543
,,,,,,,,,,,3.084,5.9296
,,,,,,,,,,,2.913,5.8808
,,,,,,,,,,,3.108,5.8562
,,,,,,,,,,,3.132,5.8436
,,,,,,,,,,,3.254,5.905
,,,,,,,,,,,3.206,5.8562
,,,,,,,,,,,3.23,5.905
,,,,,,,,,,,3.181,5.8436
,,,,,,,,,,,3.352,5.9175
,,,,,,,,,,,3.303,5.905
,,,,,,,,,,,3.425,6.0282
,,,,,,,,,,,3.303,5.9668
,,,,,,,,,,,3.254,6.0035
,,,,,,,,,,,3.254,5.9789
,,,,,,,,,,,3.206,6.0035
,,,,,,,,,,,3.303,5.9668
,,,,,,,,,,,3.254,5.991
,,,,,,,,,,,3.181,5.9422
,,,,,,,,,,,3.084,5.905
,,,,,,,,,,,3.108,5.905
,,,,,,,,,,,3.279,5.9668
,,,,,,,,,,,3.254,5.905
,,,,,,,,,,,3.254,5.9789
,,,,,,,,,,,3.303,5.9422
,,,,,,,,,,,3.206,5.991
,,,,,,,,,,,3.352,6.0035
,,,,,,,,,,,3.45,6.0282
,,,,,,,,,,,3.425,6.0523
,,,,,,,,,,,3.45,6.0156
,,,,,,,,,,,3.108,6.077
,,,,,,,,,,,3.328,6.0523
,,,,,,,,,,,3.23,6.0035
,,,,,,,,,,,3.352,6.0402
,,,,,,,,,,,3.23,6.0156
,,,,,,,,,,,3.132,5.991
,,,,,,,,,,,3.181,5.9543
,,,,,,,,,,,3.084,6.0282
,,,,,,,,,,,3.279,6.0156
,,,,,,,,,,,3.279,6.0282
,,,,,,,,,,,3.352,6.0035
,,,,,,,,,,,3.279,6.0156
,,,,,,,,,,,3.352,6.0402
,,,,,,,,,,,3.352,6.0649
,,,,,,,,,,,3.474,6.0895
,,,,,,,,,,,3.377,6.1137
,,,,,,,,,,,3.352,6.077
,,,,,,,,,,,3.352,6.0282
,,,,,,,,,,,3.328,6.0649
,,,,,,,,,,,3.377,6.1016
,,,,,,,,,,,3.279,6.0282
,,,,,,,,,,,3.254,6.077
,,,,,,,,,,,3.206,6.0035
,,,,,,,,,,,3.084,6.0282
,,,,,,,,,,,3.303,6.0649
,,,,,,,,,,,3.328,6.0523
,,,,,,,,,,,3.425,6.077
,,,,,,,,,,,3.377,6.077
,,,,,,,,,,,3.279,6.0523
,,,,,,,,,,,3.352,6.1016
,,,,,,,,,,,3.523,6.1137
,,,,,,,,,,,3.523,6.1755
,,,,,,,,,,,3.425,6.1383
,,,,,,,,,,,3.328,6.1629
,,,,,,,,,,,3.401,6.1137
,,,,,,,,,,,3.352,6.1755
,,,,,,,,,,,3.425,6.1137
,,,,,,,,,,,3.328,6.1997
,,,,,,,,,,,3.303,6.0895
,,,,,,,,,,,3.254,6.0402
,,,,,,,,,,,3.377,6.0649
,,,,,,,,,,,3.328,6.1383
,,,,,,,,,,,3.254,6.1262
,,,,,,,,,,,3.401,6.1383
,,,,,,,,,,,3.279,6.1262
,,,,,,,,,,,3.425,6.1137
,,,,,,,,,,,3.377,6.1629
,,,,,,,,,,,3.621,6.2122
,,,,,,,,,,,3.572,6.1876
,,,,,,,,,,,3.523,6.1629
,,,,,,,,,,,3.425,6.2122
,,,,,,,,,,,3.474,6.1383
,,,,,,,,,,,3.45,6.2369
,,,,,,,,,,,3.523,6.1997
,,,,,,,,,,,3.45,6.1755
,,,,,,,,,,,3.352,6.1383
,,,,,,,,,,,3.328,6.0895
,,,,,,,,,,,3.523,6.1383
,,,,,,,,,,,3.377,6.1755
,,,,,,,,,,,3.572,6.1876
,,,,,,,,,,,3.401,6.1997
,,,,,,,,,,,3.523,6.1755
,,,,,,,,,,,3.401,6.1755
,,,,,,,,,,,3.67,6.2243
,,,,,,,,,,,3.645,6.2736
,,,,,,,,,,,3.523,6.2736
,,,,,,,,,,,3.596,6.2243
,,,,,,,,,,,3.45,6.1997
,,,,,,,,,,,3.547,6.2736
,,,,,,,,,,,3.547,6.2369
,,,,,,,,,,,3.523,6.2489
,,,,,,,,,,,3.45,6.2243
,,,,,,,,,,,3.352,6.1755
,,,,,,,,,,,3.523,6.1262
,,,,,,,,,,,3.45,6.2243
,,,,,,,,,,,3.45,6.1997
,,,,,,,,,,,3.425,6.2489
,,,,,,,,,,,3.45,6.2243
,,,,,,,,,,,3.45,6.2369
,,,,,,,,,,,3.499,6.2243
,,,,,,,,,,,3.596,6.2856
,,,,,,,,,,,3.621,6.3103
,,,,,,,,,,,3.474,6.2856
,,,,,,,,,,,3.45,6.2736
,,,,,,,,,,,3.572,6.2369
,,,,,,,,,,,3.523,6.2736
,,,,,,,,,,,3.45,6.2243
,,,,,,,,,,,3.45,6.2856
,,,,,,,,,,,3.425,6.2243
,,,,,,,,,,,3.254,6.2489
,,,,,,,,,,,3.474,6.2122
,,,,,,,,,,,3.474,6.3229
,,,,,,,,,,,3.401,6.3103
,,,,,,,,,,,3.45,6.2736
,,,,,,,,,,,3.45,6.2736
,,,,,,,,,,,3.572,6.2489
,,,,,,,,,,,3.596,6.2982
,,,,,,,,,,,3.767,6.3716
,,,,,,,,,,,3.67,6.3842
,,,,,,,,,,,3.621,6.2982
,,,,,,,,,,,3.596,6.2982
,,,,,,,,,,,3.572,6.3103
,,,,,,,,,,,3.645,6.2982
,,,,,,,,,,,3.547,6.3349
,,,,,,,,,,,3.596,6.3349
,,,,,,,,,,,3.425,6.2369
,,,,,,,,,,,3.45,6.2489
,,,,,,,,,,,3.523,6.2982
,,,,,,,,,,,3.547,6.3103
,,,,,,,,,,,3.523,6.3229
,,,,,,,,,,,3.67,6.3229
,,,,,,,,,,,3.523,6.3103
,,,,,,,,,,,3.572,6.3349
,,,,,,,,,,,3.718,6.3716
,,,,,,,,,,,3.767,6.4083
,,,,,,,,,,,3.694,6.4209
,,,,,,,,,,,3.694,6.3963
,,,,,,,,,,,3.596,6.3716
,,,,,,,,,,,3.694,6.3716
,,,,,,,,,,,3.547,6.3596
,,,,,,,,,,,3.743,6.4083
,,,,,,,,,,,3.621,6.3842
,,,,,,,,,,,3.523,6.3349
,,,,,,,,,,,3.572,6.2982
,,,,,,,,,,,3.67,6.3716
,,,,,,,,,,,3.67,6.3963
,,,,,,,,,,,3.67,6.3963
,,,,,,,,,,,3.645,6.3963
,,,,,,,,,,,3.596,6.3596
,,,,,,,,,,,3.67,6.4209
,,,,,,,,,,,3.767,6.4209
,,,,,,,,,,,3.792,6.4943
,,,,,,,,,,,3.67,6.4456
,,,,,,,,,,,3.718,6.4209
,,,,,,,,,,,3.67,6.4456
,,,,,,,,,,,3.718,6.4209
,,,,,,,,,,,3.694,6.4697
,,,,,,,,,,,3.67,6.433
,,,,,,,,,,,3.523,6.4209
,,,,,,,,,,,3.523,6.3349
,,,,,,,,,,,3.572,6.3963
,,,,,,,,,,,3.67,6.3963
,,,,,,,,,,,3.743,6.4456
,,,,,,,,,,,3.718,6.433
,,,,,,,,,,,3.743,6.3716
,,,,,,,,,,,3.718,6.4083
,,,,,,,,,,,3.816,6.4083
,,,,,,,,,,,3.694,6.4943
,,,,,,,,,,,3.792,6.519
,,,,,,,,,,,3.718,6.4697
,,,,,,,,,,,3.767,6.4697
,,,,,,,,,,,3.767,6.4576
,,,,,,,,,,,3.767,6.5436
,,,,,,,,,,,3.718,6.5316
,,,,,,,,,,,3.621,6.4823
,,,,,,,,,,,3.596,6.4576
,,,,,,,,,,,3.572,6.3963
,,,,,,,,,,,3.645,6.4209
,,,,,,,,,,,3.718,6.4697
,,,,,,,,,,,3.816,6.4697
,,,,,,,,,,,3.743,6.4823
,,,,,,,,,,,3.767,6.4943
,,,,,,,,,,,3.767,6.433
,,,,,,,,,,,3.84,6.519
,,,,,,,,,,,3.962,6.5683
,,,,,,,,,,,3.718,6.5929
,,,,,,,,,,,3.84,6.519
,,,,,,,,,,,3.816,6.5803
,,,,,,,,,,,3.792,6.519
,,,,,,,,,,,3.84,6.5316
,,,,,,,,,,,3.987,6.5436
,,,,,,,,,,,3.596,6.519
,,,,,,,,,,,3.67,6.4823
,,,,,,,,,,,3.67,6.3963
,,,,,,,,,,,3.767,6.4943
,,,,,,,,,,,3.84,6.4943
,,,,,,,,,,,3.743,6.5683
,,,,,,,,,,,3.743,6.5069
,,,,,,,,,,,3.718,6.519
,,,,,,,,,,,3.962,6.5069
,,,,,,,,,,,3.938,6.605
,,,,,,,,,,,3.792,6.617
,,,,,,,,,,,3.865,6.5929
,,,,,,,,,,,3.914,6.6417
,,,,,,,,,,,3.792,6.605
,,,,,,,,,,,3.816,6.5929
,,,,,,,,,,,3.889,6.5683
,,,,,,,,,,,3.767,6.5929
,,,,,,,,,,,3.767,6.4697
,,,,,,,,,,,3.694,6.5436
,,,,,,,,,,,3.767,6.5316
,,,,,,,,,,,3.792,6.5803
,,,,,,,,,,,3.816,6.605
,,,,,,,,,,,3.816,6.5069
,,,,,,,,,,,3.865,6.5683
,,,,,,,,,,,3.816,6.4943
,,,,,,,,,,,4.011,6.605
,,,,,,,,,,,3.987,6.5803
,,,,,,,,,,,4.036,6.6789
,,,,,,,,,,,3.914,6.617
,,,,,,,,,,,3.962,6.6663
,,,,,,,,,,,3.865,6.6543
,,,,,,,,,,,3.84,6.6789
,,,,,,,,,,,3.914,6.6543
,,,,,,,,,,,3.84,6.6296
,,,,,,,,,,,3.743,6.5929
,,,,,,,,,,,3.767,6.5803
,,,,,,,,,,,3.767,6.605
,,,,,,,,,,,4.011,6.5803
,,,,,,,,,,,4.036,6.6417
,,,,,,,,,,,3.914,6.5929
,,,,,,,,,,,3.84,6.5683
,,,,,,,,,,,3.962,6.617
,,,,,,,,,,,3.987,6.7156
,,,,,,,,,,,4.158,6.7156
,,,,,,,,,,,3.987,6.7156
,,,,,,,,,,,3.962,6.703
,,,,,,,,,,,3.938,6.6417
,,,,,,,,,,,3.914,6.703
,,,,,,,,,,,3.987,6.6543
,,,,,,,,,,,3.962,6.7277
,,,,,,,,,,,3.914,6.6663
,,,,,,,,,,,3.84,6.617
,,,,,,,,,,,3.865,6.605
,,,,,,,,,,,3.962,6.6543
,,,,,,,,,,,4.011,6.6789
,,,,,,,,,,,4.036,6.6663
,,,,,,,,,,,3.987,6.7156
,,,,,,,,,,,3.938,6.6417
,,,,,,,,,,,4.085,6.6789
,,,,,,,,,,,4.133,6.7402
,,,,,,,,,,,4.158,6.7644
,,,,,,,,,,,3.865,6.7156
,,,,,,,,,,,3.987,6.8137
,,,,,,,,,,,4.011,6.7523
,,,,,,,,,,,3.987,6.7277
,,,,,,,,,,,4.011,6.7523
,,,,,,,,,,,4.06,6.7402
,,,,,,,,,,,3.914,6.7523
,,,,,,,,,,,3.865,6.6663
,,,,,,,,,,,3.938,6.6663
,,,,,,,,,,,4.06,6.7156
,,,,,,,,,,,4.011,6.7644
,,,,,,,,,,,3.987,6.7277
,,,,,,,,,,,3.962,6.7402
,,,,,,,,,,,4.085,6.691
,,,,,,,,,,,4.085,6.7644
,,,,,,,,,,,4.231,6.8257
,,,,,,,,,,,4.158,6.8383
,,,,,,,,,,,4.109,6.7523
,,,,,,,,,,,4.036,6.8137
,,,,,,,,,,,4.011,6.777
,,,,,,,,,,,4.011,6.789
,,,,,,,,,,,4.158,6.777
,,,,,,,,,,,3.962,6.789
,,,,,,,,,,,3.962,6.7644
,,,,,,,,,,,3.914,6.703
,,,,,,,,,,,4.011,6.7156
,,,,,,,,,,,3.962,6.8016
,,,,,,,,,,,3.987,6.789
,,,,,,,,,,,3.987,6.789
,,,,,,,,,,,4.06,6.7523
,,,,,,,,,,,4.06,6.789
,,,,,,,,,,,4.207,6.8504
,,,,,,,,,,,4.255,6.875
,,,,,,,,,,,4.182,6.9364
,,,,,,,,,,,4.231,6.8257
,,,,,,,,,,,4.109,6.8257
,,,,,,,,,,,4.133,6.789
,,,,,,,,,,,4.255,6.8383
,,,,,,,,,,,4.036,6.8383
,,,,,,,,,,,4.109,6.8876
,,,,,,,,,,,4.036,6.789
,,,,,,,,,,,3.914,6.7277
,,,,,,,,,,,4.06,6.789
,,,,,,,,,,,4.085,6.8257
,,,,,,,,,,,4.231,6.8504
,,,,,,,,,,,4.133,6.8383
,,,,,,,,,,,4.036,6.8383
,,,,,,,,,,,4.255,6.8504
,,,,,,,,,,,4.231,6.9117
,,,,,,,,,,,4.28,6.875
,,,,,,,,,,,4.28,6.875
,,,,,,,,,,,4.158,6.9243
,,,,,,,,,,,4.182,6.875
,,,,,,,,,,,4.231,6.8997
,,,,,,,,,,,4.353,6.8629
,,,,,,,,,,,4.133,6.9117
,,,,,,,,,,,4.06,6.8876
,,,,,,,,,,,4.011,6.8016
,,,,,,,,,,,4.085,6.8629
,,,,,,,,,,,4.133,6.8504
,,,,,,,,,,,4.158,6.9364
,,,,,,,,,,,4.207,6.8876
,,,,,,,,,,,4.182,6.8629
,,,,,,,,,,,4.207,6.8629
,,,,,,,,,,,4.304,6.8997
,,,,,,,,,,,4.426,6.961
,,,,,,,,,,,4.402,6.9856
,,,,,,,,,,,4.28,6.9117
,,,,,,,,,,,4.231,6.9489
,,,,,,,,,,,4.255,6.8997
,,,,,,,,,,,4.255,6.9489
,,,,,,,,,,,4.304,6.9489
,,,,,,,,,,,4.158,6.9489
,,,,,,,,,,,4.109,6.875
,,,,,,,,,,,4.109,6.8629
,,,,,,,,,,,4.207,6.8997
,,,,,,,,,,,4.207,6.8997
